번호,유적명,유구명,유형,매장주체부,장축방향,길이(m),넓이(m),높이(m),출전,비고,지역
1032,공주 장원리 장재울,19호 주구토광묘,주구토광묘,목관,N82W,4.67,1.48,*0.59,"비전문화재연구원 2, 2020",,공주
2174,청주 오송유적(4지점),274호 토광묘,주구토광묘,목곽,N80W,4.69,1.72,*0.53,"중앙문화재연구원, 2019",,청주
1312,아산 명암리 밖지므레(2-2지점),13호 주구토광묘,토광묘,목관,N79S,4.7,1.47,*0.45,"충청남도역사문화연구원, 2011",,아산
1326,아산 명암리 밖지므레(2-2지점),27호 주구토광묘,토광묘,목관,N70S,4.7,1.25,*0.35,"충청남도역사문화연구원, 2011",,아산
2217,청주 오송유적(4지점),317호 토광묘,토광묘,목곽,N20E,4.7,*1.46,*0.36,"중앙문화재연구원, 2019",,청주
2859,청주 송절동 고분군,A-1지점 4호분,주구토광묘,목관,N40W,4.7,1.6,*0.96,"충북대박물관, 1994",,청주
2860,청주 송절동 고분군,A-1지점 5호분,주구토광묘,목관,N20W,4.7,1.9,*1.3,"충북대박물관, 1994",,청주
1899,청주 오송유적(4지점),1호 토광묘,주구토광묘,목관,N86E,4.71,1.58,*0.41,"중앙문화재연구원, 2019",,청주
932,청주 송절동,Ⅲ지구 5-①지점 3호 토광묘,토광묘,목관,N29E,4.72,1.64,0.7,"충청북도문화재연구원 73, 2018",,청주
3507,청주 신봉동 고분군,80-1호분,토광묘,목곽 + 목관,N20W,4.73,2.78,*1.92,"충북대학교박물관, 1995",,청주
1538,청주 송절동 I지구 7지점,2호 토광묘,토광묘,?,N40e,4.74,1.12,0.32,,,청주
2046,청주 오송유적(4지점),146호 토광묘,주구토광묘,?,N87W,4.74,2.4,*0.64,"중앙문화재연구원, 2019",,청주
1325,아산 명암리 밖지므레(2-2지점),26호 주구토광묘,토광묘,목관,N74S,4.75,2.25,*0.55,"충청남도역사문화연구원, 2011",,아산
3298,아산 공수리,8호 주구토광묘,주구토광묘,목곽,N38E,4.76,1.48,*0.3,"기호문화재연구원, 2020",,아산
1369,아산 명암리 밖지므레(3지점),32호 토광묘,토광묘,목관,N8S,4.77,1.53,*0.27,"충청남도역사문화연구원, 2011",,아산
946,청주 송절동,Ⅲ지구 5-②지점 2호 토광묘,토광묘,토광,N78E,4.78,1.65,0.68,"충청북도문화재연구원 73, 2018",,청주
959,청주 송절동,Ⅲ지구 5-②지점 15호 토광묘,토광묘,목관,N16W,4.78,1.66,0.95,"충청북도문화재연구원 73, 2018",,청주
966,청주 송절동,Ⅲ지구 5-②지점 22호 토광묘,주구토광묘,목관,N22W,4.78,1.56,1.02,"충청북도문화재연구원 73, 2018",이혈합장묘,청주
939,청주 송절동,Ⅲ지구 5-①지점 10호 토광묘,토광묘,목관,N2E,4.79,1.6,1.16,"충청북도문화재연구원 73, 2018",,청주
449,청원 미천리 나지구,4호석곽묘,토광묘,석곽,남북,4.8,0.8,0.8,,,청원
592,청주 산남동 31-3번지,원삼국시대 19호 토광묘,토광묘,목곽 + 목관,n54e,4.8,1.5,*0.55,,,청주
2858,청주 송절동 고분군,A-1지점 3호분,주구토광묘,목곽 + 목관,N40E,4.8,1.85,*0.7,"충북대박물관, 1994",,청주
3260,아산 행승리,1호 주구토광묘,주구토광묘,목관,북서-남동,4.8,1.58,*0.35,"충청남도역사문화재연구원, 2019",,아산
2494,청주 오송유적(19지점),2호 토광묘,주구토광묘,?,N71W,4.82,*2.2,*0.82,"중앙문화재연구원, 2019",,청주
626,연기 응암리,6호 토광묘,토광묘,목곽 + 목관,N60W,4.83,2.2,0.51,"공주대학교박물관, 2008",,연기
952,청주 송절동,Ⅲ지구 5-②지점 8호 토광묘,토광묘,목관,N7E,4.83,1.6,0.77,"충청북도문화재연구원 73, 2018",,청주
970,청주 송절동,Ⅲ지구 5-③지점 3호 토광묘,주구토광묘,토광,N58W,4.84,1.66,0.7,"충청북도문화재연구원 73, 2018",,청주
1303,아산 명암리 밖지므레(2-2지점),4호 주구토광묘,토광묘,목관,N69S,4.85,1.37,*0.48,"충청남도역사문화연구원, 2011",,아산
1585,예산 목리·신리 유적,8호분(3-2지점),토광묘,석곽,N25W,4.86,2.78,1.65,"충청문화재연구원, 2014",,예산
1920,청주 오송유적(4지점),22호 토광묘,주구토광묘,목곽,EW,4.86,1.5,*0.54,"중앙문화재연구원, 2019",,청주
589,청주 산남동 31-3번지,원삼국시대 16호 토광묘,토광묘,목곽 + 목관,n53e,4.88,1.55,*0.52,,,청주
1424,연기 석삼리 대박골·봉기리·반곡리유적(101번 유적),5-1호 토광묘,주구토광묘,목관,?,4.89,*1.38,0.63,"충청북도문화재연구원 36, 2014",병혈합장묘,연기
1302,아산 명암리 밖지므레(2-2지점),3호 주구토광묘,토광묘,목관,N62S,4.92,1.58,*0.58,"충청남도역사문화연구원, 2011",,아산
3291,아산 공수리,1호 주구토광묘,주구토광묘,목곽 + 목관,N45E,4.93,1.75,*0.27,"기호문화재연구원, 2020",,아산
529,진천 신월리,2호 토광묘,주구토광묘,?,N38W,4.96,1.62,*0.30,"중앙문화재연구원 60,2005",,진천
1421,연기 석삼리 대박골·봉기리·반곡리유적(101번 유적),2호 토광묘,주구토광묘,목관,?,4.97,1.69,0.55,"충청북도문화재연구원 36, 2014",,연기
1319,아산 명암리 밖지므레(2-2지점),20호 주구토광묘,토광묘,목관,N113S,5,0.92,*0.27,"충청남도역사문화연구원, 2011",,아산
1342,아산 명암리 밖지므레(3지점),5호 토광묘,토광묘,목관,N16S,5,1.73,*0.23,"충청남도역사문화연구원, 2011",,아산
11,천안 청당동,라지구 22호묘,주구토광묘,목곽,N34E,5.02,2.37,*1.17,"국립중앙박물관 25, 1993",주부곽식,천안
531,"청주 산남동 42-6, 33-7번지",2호묘,토광묘,목관,N15W,5.02,1.71,*0.35,"중원문화재연구원 80, 2009",,청주
1311,아산 명암리 밖지므레(2-2지점),12호 주구토광묘,토광묘,목관,N57S,5.02,1.35,*0.33,"충청남도역사문화연구원, 2011",,아산
1924,청주 오송유적(4지점),26호 토광묘,주구토광묘,목곽,N86E,5.02,*1.0,*0.33,"중앙문화재연구원, 2019",,청주
1436,연기 석삼리 대박골·봉기리·반곡리유적(101번 유적),16호 토광묘,주구토광묘,목관,?,5.04,2.64,0.34,"충청북도문화재연구원 36, 2014",격벽,연기
450,청원 미천리 나지구,5호석곽묘,토광묘,석곽,남북,5.06,1.5,*0.9,,,청원
1372,아산 명암리 밖지므레(3지점),1호 주구토광묘,토광묘,목관,N162S,5.08,1.99,*0.6,"충청남도역사문화연구원, 2011",,아산
964,청주 송절동,Ⅲ지구 5-②지점 20호 토광묘,토광묘,목곽,N22W,5.09,1.84,0.65,"충청북도문화재연구원 73, 2018",,청주
70,대전 용산동,2호 토광묘,주구토광묘,목곽,서북-남동,5.1,0.98,*0.28,"충남대학교박물관, 2002",,대전
1387,아산 명암리 밖지므레(3지점),16호 주구토광묘,토광묘,목관,N13S,5.12,1.93,*0.6,"충청남도역사문화연구원, 2011",,아산
937,청주 송절동,Ⅲ지구 5-①지점 8호 토광묘,주구토광묘,목관,N4E,5.14,1.42,*0.60,"충청북도문화재연구원 73, 2018",,청주
2861,청주 송절동 고분군,A-1지점 6호분,주구토광묘,목관,N20W,5.16,1.65,*1.44,"충북대박물관, 1994",,청주
2908,대전 궁동,14호 주구토광묘,주구토광묘,?,N70E,5.16,*0.8,0.1,"충남대박물관, 2006",,대전
1330,아산 명암리 밖지므레(2-2지점),31호 주구토광묘,토광묘,목관,N22S,5.18,1.49,*0.12,"충청남도역사문화연구원, 2011",,아산
1434,연기 석삼리 대박골·봉기리·반곡리유적(101번 유적),14호 토광묘,주구토광묘,목관,?,5.19,2.63,0.54,"충청북도문화재연구원 36, 2014",격벽/ 동혈합장,연기
1427,연기 석삼리 대박골·봉기리·반곡리유적(101번 유적),7호 토광묘,주구토광묘,목관,?,5.23,1.54,0.35,"충청북도문화재연구원 36, 2014",격벽,연기
2210,청주 오송유적(4지점),310호 토광묘,주구토광묘,목곽 + 목관,N72W,5.24,2.26,*0.85,"중앙문화재연구원, 2019",,청주
1337,아산 명암리 밖지므레(2-2지점),1호 석곽묘,토광묘,석곽, N57E,5.25,3.06,0.7,"충청남도역사문화연구원, 2011",,아산
963,청주 송절동,Ⅲ지구 5-②지점 19호 토광묘,토광묘,목관,N12W,5.27,1.59,0.35,"충청북도문화재연구원 73, 2018",,청주
3261,아산 행승리,2호 주구토광묘,주구토광묘,목곽,북서-남동,5.27,2.1,*0.44,"충청남도역사문화재연구원, 2019",,아산
213,청주 오송(2지점),22호 토광묘,토광묘,목곽,N23W,5.32,3.12,*0.84,"중앙문화재연구원, 2019",,청주
472,공주 남산리 분묘군,23호 토광묘,토광묘,?,n55e,5.32,0.82,0.34,,,공주
1362,아산 명암리 밖지므레(3지점),25호 토광묘,토광묘,목관,N16S,5.32,1.8,*0.15,"충청남도역사문화연구원, 2011",,아산
1908,청주 오송유적(4지점),10호 토광묘,주구토광묘,목관,N46W,5.32,1.72,*0.66,"중앙문화재연구원, 2019",,청주
285,청주 오송(2지점),44호 토광묘,토광묘,목곽,N9W,5.34,2.7,*1.34,"중앙문화재연구원, 2019",,청주
960,청주 송절동,Ⅲ지구 5-②지점 16호 토광묘,토광묘,토광,N24W,5.36,1.56,1.67,"충청북도문화재연구원 73, 2018",,청주
949,청주 송절동,Ⅲ지구 5-②지점 5호 토광묘,주구토광묘,목곽,N84E,5.38,1.46,*0.78,"충청북도문화재연구원 73, 2018",,청주
528,진천 신월리,1호 토광묘,주구토광묘,목곽,N30W,5.48,2.38,*0.38,"중앙문화재연구원 60,2005",,진천
1383,아산 명암리 밖지므레(3지점),12호 주구토광묘,토광묘,목관,N163S,5.5,1.96,*0.6,"충청남도역사문화연구원, 2011",,아산
2808,청주 문암동,C지점 2호 사방적석식목곽묘,토광묘,목곽,N18E,5.5,2.1,1.25,"충청북도문화재연구원 98, 2021",,청주
961,청주 송절동,Ⅲ지구 5-②지점 17호 토광묘,주구토광묘,목곽,N4E,5.64,1.58,1.34,"충청북도문화재연구원 73, 2018",,청주
3293,아산 공수리,3호 주구토광묘,주구토광묘,목곽 + 목관,N44E,5.67,1.69,*0.52,"기호문화재연구원, 2020",,아산
931,청주 송절동,Ⅲ지구 5-①지점 2호 토광묘,주구토광묘,토광,N43E,5.76,1.94,*2.45,"충청북도문화재연구원 73, 2018",,청주
2904,대전 궁동,10호 주구토광묘,주구토광묘,목곽 + 목관,N12W,5.76,1.76,1.04,"충남대박물관, 2006",,대전
955,청주 송절동,Ⅲ지구 5-②지점 11호 토광묘,토광묘,목곽,N35E,5.86,1.44,0.79,"충청북도문화재연구원 73, 2018",,청주
1322,아산 명암리 밖지므레(2-2지점),23호 주구토광묘,토광묘,목관,N65S,5.86,2.05,*0.95,"충청남도역사문화연구원, 2011",,아산
3021,아산 갈산리,1호 주구토광묘,주구토광묘,목곽 + 목관,N26W,5.9,1.68,0.6,"백제문화재연구원, 2014",,아산
2931,서산 안엄리,다지구 13호묘,옹관묘,옹관,?,1.18,0.66,0.18,"충청문화재연구원, 2010",,서산
336,청주 산남동 분묘유적,아래탑골 Ⅱ유적 4호 토광묘,토광묘,?,N9E,5.96,1.96,0.99,"중앙문화재연구원 82, 2006",,청주
206,청주 오송(2지점),15호 토광묘,토광묘,목곽,N12W,6,2.62,*1.19,"중앙문화재연구원, 2019",,청주
1308,아산 명암리 밖지므레(2-2지점),9호 주구토광묘,토광묘,목관,N82S,6,1.63,*0.52,"충청남도역사문화연구원, 2011",,아산
3333,청주 송절동 Ⅱ지구,1지점 33호 토광묘,주구토광묘,목곽 + 목관,N79E,6.04,1.78,*0.7,"호서문화유산연구원, 2018",,청주
628,연기 응암리,8-1호 토광묘,토광묘,목곽 + 목관,N60W,6.14,3,0.88,"공주대학교박물관, 2008",,연기
601,청주 산남동 31-3번지,원삼국시대 28호 토광묘,토광묘,목곽 + 목관,n33w,6.16,1.15,*0.32,,,청주
595,청주 산남동 31-3번지,원삼국시대 22호 토광묘,토광묘,목곽 + 목관,n60w,6.78,2.3,*1.66,,,청주
2830,청주 송절동  V지구 2지점,15호 토광묘,토광묘,목곽 + 목관,n13w,7.14,0.52,*0.05,,,청주
690,서산 여미리 방죽골,14호 주구묘,주구묘,?,N14W,10.56,6.7,0.2,"충청문화재연구원, 2005",,서산
68,청양 분향리,1호 분구묘,주구토광묘,?,남동-북서,13.4,8.4,*1,"가경고고학연구소, 2022",,청양
3653,서천 장항,28구역 3호 토광묘,토광묘,목곽,남동-북서,224,*0.81,*0.25,"경상문화재연구원, 2023",,서천
3652,서천 장항,28구역 2호 토광묘,토광묘,목관,남서-북동,250,104,*0.2,"경상문화재연구원, 2023",,서천
3067,아산 북수리,15호 묘,토광묘,목관,N11E,341,1.09,0.65,"중부고고학연구소, 2018",,아산
3564,청주 신봉동 고분군,32호,토광묘,?,N32W,680,1.66,*0.94,"충북대학교박물관, 2003",,청주
2943,서산 안엄리,다지구 25호묘,토광묘,?,S42W,*0.1,0.6,0.1,"충청문화재연구원, 2010",,서산
3459,청주 신봉동 고분군,32호분,토광묘,?,N0S,*0.28,*0.96,*0.32,"충북대학교박물관, 1995",,청주
3142,아산 북수리,90호 묘,토광묘,목관,N12E,*0.36,0.6,0.16,"중부고고학연구소, 2018",,아산
631,연기 응암리,10호 토광묘,토광묘,?,N42E,*0.5,*1.18,0.48,"공주대학교박물관, 2008",,연기
1935,청주 오송유적(4지점),37호 토광묘,토광묘,?,N12E,*0.5,0.91,0.26,"중앙문화재연구원, 2019",,청주
3217,아산 북수리,165호 묘,토광묘,목관,N8E,*0.51,0.89,*0.22,"중부고고학연구소, 2018",,아산
3121,아산 북수리,69호 묘,토광묘,목관,N50E,*0.54,1.08,0.44,"중부고고학연구소, 2018",,아산
2173,청주 오송유적(4지점),273호 토광묘,주구토광묘,?,N79W,*0.58,*0.81,*0.08,"중앙문화재연구원, 2019",,청주
2410,청주 오송유적(15지점),5호 토광묘,토광묘,?,N40E,*0.58,*0.58,*0.07,"중앙문화재연구원, 2019",,청주
1885,청주 오송유적(7지점),10호 토광묘,토광묘,?,N78E,*0.6,0.87,*0.12,"중앙문화재연구원, 2019",,청주
887,청주 신봉동 고분군,14호묘,토광묘,?,?,*0.61,*0.65,0.32,"충북대학교박물관, 1996",,청주
1926,청주 오송유적(4지점),28호 토광묘,토광묘,?,N86W,*0.64,*0.57,*0.1,"중앙문화재연구원, 2019",,청주
881,청주 신봉동 고분군,9호묘,토광묘,?,?,*0.65,*0.66,0.36,"충북대학교박물관, 1996",,청주
2853,천안 청당동 송국리,다지구 3호묘,토광묘,목관,N40W,*0.67,0.84,*0.20,"국립중앙박물관, 1991",,천안
388,보령 명천동,삼국시대 1호 주구토광묘,주구토광묘,토광,N60E,*0.72,*0.35,?,"대한문화재연구원 73, 2018",,보령
3105,아산 북수리,53호 묘,토광묘,목관,N11E,*0.73,0.97,0.24,"중부고고학연구소, 2018",,아산
157,청양 록평리·사점리,14호 석축묘,토광묘,석곽,N37E,*0.78,*1.59,*0.15,"백제문화재연구원, 2023",,청양
882,청주 신봉동 고분군,10호묘,토광묘,?,?,*0.78,*1.1,0.25,"충북대학교박물관, 1996",,청주
888,청주 신봉동 고분군,15호묘,토광묘,?,N35E,*0.8,*0.51,0.27,"충북대학교박물관, 1996",,청주
1021,공주 장원리 장재울,8호 주구토광묘,주구토광묘,토광,?,*0.8,*0.81,*0.14,"비전문화재연구원 2, 2020",,공주
1929,청주 오송유적(4지점),31호 토광묘,토광묘,?,N40E,*0.8,*0.71,*0.1,"중앙문화재연구원, 2019",,청주
2272,청주 오송유적(9지점),35호 토광묘,토광묘,?,N47E,*0.8,*0.71,*0.16,"중앙문화재연구원, 2019",,청주
3239,아산 북수리,187호 묘,토광묘,목관,N14E,*0.84,0.66,*0.14,"호서문화유산연구원, 2023",,아산
3463,청주 신봉동 고분군,36호분,토광묘,?,N40E,*0.84,*0.82,*0.08,"충북대학교박물관, 1995",,청주
877,청주 신봉동 고분군,5호묘,토광묘,?,?,*0.85,*1.0,0.45,"충북대학교박물관, 1996",,청주
869,충주 금릉동,146호 토광묘,토광묘,토광,N70W,*0.87,0.7,0.28,"충북대학교박물관 112, 2004",,충주
878,청주 신봉동 고분군,6호묘,토광묘,?,N30E,*0.87,*0.5,0.27,"충북대학교박물관, 1996",,청주
1855,청주 오송유적(3지점),50호 토광묘,주구토광묘,?,N38E,*0.87,1.03,*0.18,"중앙문화재연구원, 2019",,청주
3196,아산 북수리,144호 묘,토광묘,목관,N60E,*0.88,0.94,*0.29,"중부고고학연구소, 2018",,아산
3186,아산 북수리,134호 묘,토광묘,목관,N43E,*0.89,1.11,*0.31,"중부고고학연구소, 2018",,아산
24,청주 용암,II-4호 석곽묘,토광묘,석곽,N2E,*0.9,1.64,0.25,"한국문화재보호재단 72, 2000",,청주
1881,청주 오송유적(7지점),6호 토광묘,주구토광묘,?,N18W,*0.9,0.9,*0.18,"중앙문화재연구원, 2019",,청주
2026,청주 오송유적(4지점),126호 토광묘,토광묘,?,N72W,*0.93,0.8,*0.12,"중앙문화재연구원, 2019",,청주
18,청주 용암,I-5호 석곽묘,토광묘,석곽,N25W,*0.95,1.13,0.18,"한국문화재보호재단 72, 2000",,청주
1809,청주 오송유적(3지점),4호 토광묘,토광묘,?,N33W,*0.95,0.94,*0.24,"중앙문화재연구원, 2019",,청주
3661,서천 장항,28구역 11호 토광묘,토광묘,목곽,남동-북서,*0.96,1.25,*0.15,"경상문화재연구원, 2023",,서천
134,청원 주성리,12호 토광묘,토광묘,?,N28W,*0.97,0.96,0.12,"한국문화재보호재단 78, 2000",,청원
1953,청주 오송유적(4지점),55호 토광묘,주구토광묘,?,N27W,*0.99,*0.72,*0.14,"중앙문화재연구원, 2019",,청주
522,청주 신봉동 고분군,14호 토광묘,토광묘,?,N40E,*1,*0.73,*0.07,"충북대학교박물관 107, 2003",,청주
2893,청양 장승리,B-2호 토광묘,토광묘,목관,동-서,*1.0,*1.13,*0.5,"충청문화재연구원, 2004",,청양
3471,청주 신봉동 고분군,44호분,토광묘,?,N55W,*1.00,*0.88,*0.10,"충북대학교박물관, 1995",,청주
876,청주 신봉동 고분군,3호묘,토광묘,?,NS,*1.01,*0.72,0.32,"충북대학교박물관, 1996",,청주
1512,청주 송절동 I지구 6지점,5호 토광묘,토광묘,?,N-52-e,*1.03,*0.54,0.3,,,청주
3232,아산 북수리,180호 묘,토광묘,목관,N11E,*1.03,0.77,*0.15,"중부고고학연구소, 2018",,아산
513,청주 신봉동 고분군,4호 토광묘,토광묘,?,N70W,*1.04,*0.74,*0.18,"충북대학교박물관 107, 2003",,청주
3227,아산 북수리,175호 묘,토광묘,목관,N1W,*1.04,0.83,*0.17,"중부고고학연구소, 2018",,아산
1121,천안 대화리·신풍리,KM-025,토광묘,?,N103W,*1.06,0.84,0.1,"한국고고환경연구소 59, 2014",,천안
1438,연기 석삼리 대박골·봉기리·반곡리유적(101번 유적),18호 토광묘,토광묘,토광,?,*1.06,1.15,0.07,"충청북도문화재연구원 36, 2014",,연기
168,청양 록평리·사점리,25호 석축묘,토광묘,석곽,N19E,*1.08,*0.9,*0.25,"백제문화재연구원, 2023",,청양
3233,아산 북수리,181호 묘,토광묘,목관,N21E,*1.1,0.49,*0.5,"중부고고학연구소, 2018",,아산
15,청주 용암,I-2호 석곽묘,토광묘,석곽,N10W,*1.10,*1.25,0.2,"한국문화재보호재단 72, 2000",,청주
2191,청주 오송유적(4지점),291호 토광묘,주구토광묘,?,N69W,*1.14,*0.7,*0.04,"중앙문화재연구원, 2019",,청주
2508,청주 오송유적(19지점),16호 토광묘,토광묘,?,N18E,*1.16,1.14,*0.39,"중앙문화재연구원, 2019",,청주
1871,청주 오송유적(3지점),66호 토광묘,토광묘,?,N55W,*1.18,1.1,*0.32,"중앙문화재연구원, 2019",,청주
474,공주 남산리 분묘군,25호 토광묘,토광묘,?,?,*1.2,*0.6,?,,,공주
17,청주 용암,I-4호 석곽묘,토광묘,석곽,N18W,*1.20,1.65,0.45,"한국문화재보호재단 72, 2000",,청주
1169,아산 용두리 진터,7호묘(토광묘),토광묘,목관,N72E,*1.21,*0.99,*0.12,"충청문화재연구원 115, 2011",,아산
2011,청주 오송유적(4지점),112호 토광묘,토광묘,?,N29E,*1.22,0.95,*0.13,"중앙문화재연구원, 2019",,청주
1897,청주 오송유적(7지점),22호 토광묘,토광묘,?,N17W,*1.23,*0.9,*0.2,"중앙문화재연구원, 2019",,청주
2029,청주 오송유적(4지점),129호 토광묘,토광묘,?,N86W,*1.23,0.54,*0.1,"중앙문화재연구원, 2019",,청주
517,청주 신봉동 고분군,9호 토광묘,토광묘,?,N45E,*1.24,*1.08,*0.36,"충북대학교박물관 107, 2003",,청주
3529,청주 신봉동 고분군,101호분,토광묘,?,N60E,*1.24,*0.55,*0.07,"충북대학교박물관, 1995",,청주
3545,청주 신봉동 고분군,9호,토광묘,?,N45E,*1.24,1.08,*0.36,"충북대학교박물관, 2003",,청주
2144,청주 오송유적(4지점),244호 토광묘,주구토광묘,?,N65E,*1.28,*0.49,*0.04,"중앙문화재연구원, 2019",,청주
3162,아산 북수리,110호 묘,토광묘,목관,N15E,*1.28,0.88,0.22,"중부고고학연구소, 2018",,아산
2023,청주 오송유적(4지점),123호 토광묘,토광묘,?,N75W,*1.29,*0.75,*0.17,"중앙문화재연구원, 2019",,청주
1168,아산 용두리 진터,6호묘(토광묘),토광묘,?,N33E,*1.3,*1.3,*0.82,"충청문화재연구원 115, 2011",,아산
1940,청주 오송유적(4지점),42호 토광묘,주구토광묘,?,N72W,*1.3,*0.58,*0.28,"중앙문화재연구원, 2019",,청주
3345,청주 송절동 Ⅱ지구,1지점 47호 토광묘,토광묘,목곽,N24W,*1.3,0.94,*0.36,"호서문화유산연구원, 2018",,청주
861,충주 금릉동,139호 토광묘,토광묘,토광,EW,*1.30,0.75,0.55,"충북대학교박물관 112, 2004",,충주
3656,서천 장항,28구역 6호 토광묘,토광묘,목곽,남서-북동,*1.30,1.52,*0.47,"경상문화재연구원, 2023",,서천
2057,청주 오송유적(4지점),157호 토광묘,토광묘,?,N42E,*1.32,1.22,*0.3,"중앙문화재연구원, 2019",,청주
3336,청주 송절동 Ⅱ지구,1지점 36호 토광묘,토광묘,목곽,N7E,*1.32,0.96,*0.16,"호서문화유산연구원, 2018",,청주
2382,청주 오송유적(12지점),54호 토광묘,토광묘,?,N48W,*1.33,*0.47,*0.17,"중앙문화재연구원, 2019",,청주
2068,청주 오송유적(4지점),168호 토광묘,토광묘,?,N45E,*1.34,0.86,*0.29,"중앙문화재연구원, 2019",,청주
767,충주 금릉동,53호 토광묘,토광묘,토광,N15W,*1.35,0.75,0.2,"충북대학교박물관 112, 2004",,충주
2062,청주 오송유적(4지점),162호 토광묘,주구토광묘,?,N75E,*1.35,*0.42,*0.2,"중앙문화재연구원, 2019",,청주
2472,청주 오송유적(16지점),9호 토광묘,토광묘,?,N13E,*1.35,1.1,*0.38,"중앙문화재연구원, 2019",,청주
2872,대전 구성동,D-10호 토광묘,토광묘,?,동-서,*1.35,*0.45,*0.08,"한남대박물관, 1997",,대전
16,청주 용암,I-3호 석곽묘,토광묘,석곽,N11W,*1.37,2.05,0.49,"한국문화재보호재단 72, 2000",,청주
761,충주 금릉동,47호 토광묘,토광묘,토광,N5E,*1.37,0.95,0.2,"충북대학교박물관 112, 2004",,충주
650,홍산-구룡간(송악리 '나' 유적),KM-003,토광묘,?,N0S,*1.38,0.9,0.25,"고려대학교 고고환경연구소, 2006",,홍산
654,홍산-구룡간(송악리 '나' 유적),KM-007,토광묘,?,N14E,*1.38,0.9,0.25,"고려대학교 고고환경연구소, 2006",,홍산
2052,청주 오송유적(4지점),152호 토광묘,토광묘,?,N46W,*1.38,*1.11,*0.21,"중앙문화재연구원, 2019",,청주
526,청주 신봉동 고분군,18호 토광묘,토광묘,?,N33E,*1.39,*0.95,*0.24,"충북대학교박물관 107, 2003",,청주
3550,청주 신봉동 고분군,18호,토광묘,?,N33E,*1.39,*0.95,*0.24,"충북대학교박물관, 2003",,청주
160,청양 록평리·사점리,17호 석축묘,토광묘,석곽,N28E,*1.4,*1.38,*0.48,"백제문화재연구원, 2023",,청양
633,연기 응암리,11-2호 토광묘,토광묘,?,N23W,*1.4,*0.86,0.1,"공주대학교박물관, 2008",,연기
648,홍산-구룡간(송악리 '나' 유적),KM-001,토광묘,?,N37E,*1.4,*0.73,*0.25,"고려대학교 고고환경연구소, 2006",,홍산
1863,청주 오송유적(3지점),58호 토광묘,토광묘,?,N6E,*1.4,*0.86,*0.13,"중앙문화재연구원, 2019",,청주
2095,청주 오송유적(4지점),195호 토광묘,주구토광묘,?,N58W,*1.4,*0.38,*0.12,"중앙문화재연구원, 2019",,청주
2890,청주 가경4지구,12호 토광묘,토광묘,목관,남-북,*1.4,*1.34,*0.2,"충북대박물관, 2002",,청주
1014,공주 장원리 장재울,1호 주구토광묘,주구토광묘,토광,N64W,*1.41,*0.64,*0.12,"비전문화재연구원 2, 2020",,공주
2079,청주 오송유적(4지점),179호 토광묘,토광묘,?,N51W,*1.42,0.95,*0.34,"중앙문화재연구원, 2019",,청주
176,청양 록평리·사점리,33호 석축묘,토광묘,석곽,N6E,*1.44,*0.81,*0.15,"백제문화재연구원, 2023",,청양
1989,청주 오송유적(4지점),91호 토광묘,토광묘,?,N47E,*1.44,0.89,*0.32,"중앙문화재연구원, 2019",,청주
2525,청주 오송유적(19지점),33호 토광묘,주구토광묘,?,N5W,*1.44,*0.46,(0.16,"중앙문화재연구원, 2019",,청주
270,청주 오송(2지점),29호 토광묘,토광묘,토광,N53W,*1.45,1.09,*0.10,"중앙문화재연구원, 2019",,청주
2142,청주 오송유적(4지점),242호 토광묘,주구토광묘,?,N63E,*1.45,*0.38,*0.09,"중앙문화재연구원, 2019",,청주
2498,청주 오송유적(19지점),6호 토광묘,토광묘,?,N59W,*1.45,*0.79,*0.2,"중앙문화재연구원, 2019",,청주
978,청주 송절동,Ⅲ지구 5-③지점 11호 토광묘,토광묘,토광,N55E,*1.46,1.72,0.16,"충청북도문화재연구원 73, 2018",,청주
1747,예산 목리·신리 유적,173호분(3-2지점),토광묘,석실,N7W,*1.46,0.4,0.4,"충청문화재연구원, 2014",,예산
1997,청주 오송유적(4지점),99호 토광묘,토광묘,?,N46W,*1.47,*0.43,*0.03,"중앙문화재연구원, 2019",,청주
730,충주 금릉동,20호 토광묘,토광묘,토광,N25W,*1.48,*0.78,0.18,"충북대학교박물관 112, 2004",,충주
1854,청주 오송유적(3지점),49호 토광묘,주구토광묘,?,N23W,*1.48,0.72,*0.25,"중앙문화재연구원, 2019",,청주
2411,청주 오송유적(15지점),6호 토광묘,토광묘,?,N18E,*1.49,*1.17,*0.32,"중앙문화재연구원, 2019",,청주
26,청주 용암,II-6호 석곽묘,토광묘,석곽,N22W,*1.5,1.05,0.1,"한국문화재보호재단 72, 2000",,청주
2875,청주 명암동,1지구 3호 목관묘,토광묘,목관,대부분파괴,*1.5,*0.75,?,"국립청주박물관, 1999",,청주
3211,아산 북수리,159호 묘,토광묘,목관,N42W,*1.5,0.6,*0.11,"중부고고학연구소, 2018",,아산
1098,천안 대화리·신풍리,KM-002,토광묘,?,N49E,*1.51,1,0.07,"한국고고환경연구소 59, 2014",,천안
2127,청주 오송유적(4지점),227호 토광묘,토광묘,?,N20W,*1.51,0.77,*0.24,"중앙문화재연구원, 2019",,청주
3434,청주 신봉동 고분군,6호분,토광묘,목관,N5E,*1.52,1.02,*0.14,"충북대학교박물관, 1995",,청주
290,청주 오송(2지점),49호 토광묘,토광묘,토광,N17W,*1.54,*0.70,*0.20,"중앙문화재연구원, 2019",,청주
