번호,유적명,유구명,유형,매장주체부,장축방향,길이(m),넓이(m),높이(m),출전,비고,지역
2851,천안 청당동 송국리,71지구 1호 토광묘,토광묘,기반토 정지,북서-남동,0.21,0.87,*0.10,"국립중앙박물관, 1991",,천안
2973,서산 안엄리,다지구 55호묘,토광묘,목관,N8W,0.4,1.4,0.28,"충청문화재연구원, 2010",,서산
885,청주 신봉동 고분군,12-2호묘,토광묘,?,N45W,0.42,0.34,0.29,"충북대학교박물관, 1996",,청주
890,청주 신봉동 고분군,17호묘,토광묘,?,N30E,0.46,0.31,0.09,"충북대학교박물관, 1996",,청주
884,청주 신봉동 고분군,12-1호묘,토광묘,?,N47E,0.56,0.48,0.2,"충북대학교박물관, 1996",,청주
256,청주 신봉동 백제고분군,A-36호분,토광묘,?,?,0.57,0.5,0.42,"충북대학교박물관 87, 2002",,청주
252,청주 신봉동 백제고분군,A-32호분,토광묘,?,?,0.6,0.85,0.49,"충북대학교박물관 87, 2002",,청주
255,청주 신봉동 백제고분군,A-35호분,토광묘,?,?,0.61,0.55,0.29,"충북대학교박물관 87, 2002",,청주
886,청주 신봉동 고분군,13호묘,토광묘,?,N15E,0.62,0.49,0.13,"충북대학교박물관, 1996",,청주
880,청주 신봉동 고분군,8호묘,토광묘,?,N38E,0.7,0.6,0.54,"충북대학교박물관, 1996",,청주
253,청주 신봉동 백제고분군,A-33호분,토광묘,?,?,0.73,0.61,0.29,"충북대학교박물관 87, 2002",,청주
222,청주 신봉동 백제고분군,A-2호분,토광묘,?,?,0.75,*0.65,0.25,"충북대학교박물관 87, 2002",,청주
2644,청주 문암동,A지점 115호 분묘,토광묘,?,N5W,0.77,0.39,0.15,"충청북도문화재연구원 98, 2021",,청주
2767,청주 문암동,C지점 12호 분묘,토광묘,?,N8W,0.83,0.59,0.19,"충청북도문화재연구원 98, 2021",,청주
2555,청주 문암동,A지점 26호 분묘,토광묘,목관 혹은 목곽,N49W,0.84,0.35,0.12,"충청북도문화재연구원 98, 2021",,청주
879,청주 신봉동 고분군,7호묘,토광묘,?,N0S,0.85,0.54,0.42,"충북대학교박물관, 1996",,청주
889,청주 신봉동 고분군,16호묘,토광묘,?,N50E,0.86,0.41,0.2,"충북대학교박물관, 1996",,청주
3485,청주 신봉동 고분군,58호분,토광묘,직장,N5W,0.86,0.38,*0.32,"충북대학교박물관, 1995",,청주
3583,청주 신봉동 고분군,61호,토광묘,?,N31W,0.86,*0.52,*0.15,"충북대학교박물관, 2003",,청주
2760,청주 문암동,C지점 4호 분묘,토광묘,?,N24E,0.88,0.78,0.16,"충청북도문화재연구원 98, 2021",,청주
2611,청주 문암동,A지점 82호 분묘,토광묘,?,N95W,0.9,0.48,0.08,"충청북도문화재연구원 98, 2021",,청주
2731,청주 문암동,B지점 14호 분묘,토광묘,목관 혹은 목곽,N80E,0.9,0.58,0.14,"충청북도문화재연구원 98, 2021",,청주
2554,청주 문암동,A지점 25호 분묘,토광묘,?,N14E,0.91,0.48,0.16,"충청북도문화재연구원 98, 2021",,청주
2662,청주 문암동,A지점 133호 분묘,토광묘,?,N40W,0.91,0.47,0.17,"충청북도문화재연구원 98, 2021",,청주
2572,청주 문암동,A지점 43호 분묘,토광묘,목관 혹은 목곽,N75W,0.93,0.65,0.15,"충청북도문화재연구원 98, 2021",,청주
2540,청주 문암동,A지점 11호 분묘,토광묘,?,N4W,0.94,0.43,0.12,"충청북도문화재연구원 98, 2021",,청주
2674,청주 문암동,A지점 145호 분묘,토광묘,?,N8W,0.96,0.54,0.12,"충청북도문화재연구원 98, 2021",,청주
28,청주 신봉동,석실 1호분,횡혈식 석실묘,석실,남-북,3.52,3.48,0.26,"충북대학교박물관 7, 1983",,청주
2557,청주 문암동,A지점 28호 분묘,토광묘,?,N27E,0.97,0.62,0.07,"충청북도문화재연구원 98, 2021",,청주
2725,청주 문암동,B지점 8호 분묘,토광묘,목관 혹은 목곽,N69E,0.97,0.55,0.18,"충청북도문화재연구원 98, 2021",,청주
2766,청주 문암동,C지점 11호 분묘,토광묘,?,N12E,0.97,0.58,0.34,"충청북도문화재연구원 98, 2021",,청주
883,청주 신봉동 고분군,11호묘,토광묘,?,NS,0.98,0.58,0.3,"충북대학교박물관, 1996",,청주
2782,청주 문암동,C지점 27호 분묘,토광묘,?,N53E,0.98,0.57,0.2,"충청북도문화재연구원 98, 2021",,청주
2646,청주 문암동,A지점 117호 분묘,토광묘,?,N17W,0.99,0.55,0.25,"충청북도문화재연구원 98, 2021",,청주
2568,청주 문암동,A지점 39호 분묘,토광묘,?,N1E,1,0.61,0.22,"충청북도문화재연구원 98, 2021",,청주
2571,청주 문암동,A지점 42호 분묘,토광묘,?,N1E,1,0.61,0.22,"충청북도문화재연구원 98, 2021",,청주
2753,청주 문암동,B지점 36호 분묘,토광묘,목관 혹은 목곽,N2W,1,0.57,0.3,"충청북도문화재연구원 98, 2021",,청주
2755,청주 문암동,B지점 38호 분묘,토광묘,목관 혹은 목곽,N7E,1,0.57,0.35,"충청북도문화재연구원 98, 2021",,청주
2805,청주 문암동,C지점 50호 분묘,토광묘,?,N9E,1,0.5,0.28,"충청북도문화재연구원 98, 2021",,청주
2806,청주 문암동,C지점 51호 분묘,토광묘,?,N9E,1,0.5,0.28,"충청북도문화재연구원 98, 2021",,청주
2590,청주 문암동,A지점 61호 분묘,토광묘,?,N8W,1.01,0.49,0.1,"충청북도문화재연구원 98, 2021",,청주
2679,청주 문암동,A지점 150호 분묘,토광묘,?,N12E,1.02,0.48,0.25,"충청북도문화재연구원 98, 2021",,청주
2734,청주 문암동,B지점 17호 분묘,토광묘,목관 혹은 목곽,N75E,1.02,0.6,0.32,"충청북도문화재연구원 98, 2021",,청주
2609,청주 문암동,A지점 80호 분묘,토광묘,?,N5W,1.03,0.6,0.38,"충청북도문화재연구원 98, 2021",,청주
2754,청주 문암동,B지점 37호 분묘,토광묘,?,N3E,1.03,0.47,0.28,"충청북도문화재연구원 98, 2021",,청주
2756,청주 문암동,B지점 39호 분묘,토광묘,목관 혹은 목곽,N7E,1.03,0.57,0.28,"충청북도문화재연구원 98, 2021",,청주
2728,청주 문암동,B지점 11호 분묘,토광묘,?,N76E,1.04,0.61,0.28,"충청북도문화재연구원 98, 2021",,청주
3541,청주 신봉동 고분군,4호,토광묘,?,N70W,1.04,0.74,*0.18,"충북대학교박물관, 2003",,청주
2559,청주 문암동,A지점 30호 분묘,토광묘,?,N4W,1.05,0.78,0.2,"충청북도문화재연구원 98, 2021",,청주
2573,청주 문암동,A지점 44호 분묘,토광묘,목관 혹은 목곽,N21E,1.05,0.56,0.2,"충청북도문화재연구원 98, 2021",,청주
2672,청주 문암동,A지점 143호 분묘,토광묘,목관 혹은 목곽,N2W,1.05,0.58,0.39,"충청북도문화재연구원 98, 2021",,청주
2714,청주 문암동,A지점 185호 분묘,토광묘,?,N10E,1.05,0.53,0.26,"충청북도문화재연구원 98, 2021",,청주
2598,청주 문암동,A지점 69호 분묘,토광묘,?,N36E,1.06,0.5,0.09,"충청북도문화재연구원 98, 2021",,청주
2547,청주 문암동,A지점 18호 분묘,토광묘,?,N12W,1.07,0.58,0.25,"충청북도문화재연구원 98, 2021",,청주
2567,청주 문암동,A지점 38호 분묘,토광묘,?,N8E,1.07,0.58,0.28,"충청북도문화재연구원 98, 2021",,청주
258,청주 신봉동 백제고분군,A-38호분,토광묘,?,?,1.08,1.1,0.63,"충북대학교박물관 87, 2002",,청주
475,공주 남산리 분묘군,26호 토광묘,토광묘,?,n10e,1.08,0.66,0.54,,,공주
1894,청주 오송유적(7지점),19호 토광묘,토광묘,?,N36E,1.08,0.41,*0.33,"중앙문화재연구원, 2019",,청주
2638,청주 문암동,A지점 109호 분묘,토광묘,?,N27W,1.08,0.59,0.15,"충청북도문화재연구원 98, 2021",,청주
2648,청주 문암동,A지점 119호 분묘,토광묘,?,N5W,1.08,0.54,0.1,"충청북도문화재연구원 98, 2021",,청주
2729,청주 문암동,B지점 12호 분묘,토광묘,목관 혹은 목곽,N81E,1.08,0.57,0.22,"충청북도문화재연구원 98, 2021",,청주
2765,청주 문암동,C지점 10호 분묘,토광묘,?,N44E,1.08,0.6,0.15,"충청북도문화재연구원 98, 2021",,청주
2790,청주 문암동,C지점 35호 분묘,토광묘,?,N37E,1.08,0.61,0.23,"충청북도문화재연구원 98, 2021",,청주
64,공주 하봉리,1호 옹관묘,옹관묘,옹관,N26E,0.75,0.58,*0.20,"국립공주박물관, 1995",,공주
65,공주 하봉리,2호 옹관묘,옹관묘,옹관,E9W,1.17,0.68,*0.42,"국립공주박물관, 1995",,공주
66,공주 하봉리,3호 옹관묘,옹관묘,옹관,N28W,0.95,0.68,*0.32,"국립공주박물관, 1995",,공주
67,공주 하봉리,4호 옹관묘,옹관묘,옹관,N43.5E,1.17,0.68,*0.42,"국립공주박물관, 1995",,공주
2536,청주 문암동,A지점 7호 분묘,토광묘,?,N21E,1.09,0.67,0.23,"충청북도문화재연구원 98, 2021",,청주
2727,청주 문암동,B지점 10호 분묘,토광묘,목관 혹은 목곽,N71E,1.09,0.57,0.29,"충청북도문화재연구원 98, 2021",,청주
2748,청주 문암동,B지점 31호 분묘,토광묘,목관 혹은 목곽,N19E,1.09,0.68,0.28,"충청북도문화재연구원 98, 2021",,청주
2581,청주 문암동,A지점 52호 분묘,토광묘,?,N7E,1.1,0.5,0.1,"충청북도문화재연구원 98, 2021",,청주
2633,청주 문암동,A지점 104호 분묘,토광묘,?,N13W,1.1,0.62,0.15,"충청북도문화재연구원 98, 2021",,청주
3516,청주 신봉동 고분군,88호분,토광묘,직장,N20E,1.1,0.84,*0.10,"충북대학교박물관, 1995",,청주
897,청주 신봉동 고분군,24호묘,토광묘,?,?,1.11,1,0.12,"충북대학교박물관, 1996",,청주
2551,청주 문암동,A지점 22호 분묘,토광묘,?,N2E,1.11,0.46,0.19,"충청북도문화재연구원 98, 2021",,청주
76,분강·저석리,1호 석실분,횡구식 석실묘,?,N158S,1.1,0.4,0.6,"공주대학교박물관, 1997",,공주
77,분강·저석리,2호 석실분,횡구식 석실묘,?,N-S,1.1,0.44,0.41,"공주대학교박물관, 1997",,공주
78,분강·저석리,3호 석실분,횡혈식 석실묘,?,N11S,1.64,1.03,0.82,"공주대학교박물관, 1997",,공주
79,분강·저석리,4호 석실분,횡혈식 석실묘,?,N7S,2.56,1.15,1.16,"공주대학교박물관, 1997",,공주
80,분강·저석리,5호 석실분,석실묘,석실,N18S,1.15,0.5,0.45,"공주대학교박물관, 1997",,공주
81,분강·저석리,6호 석실분,석실묘,석실,N141S,1.56,0.54,0.6,"공주대학교박물관, 1997",,공주
82,분강·저석리,7호 석실분,횡혈식 석실묘,?,N24S,2.6,1.2,1.05,"공주대학교박물관, 1997",,공주
83,분강·저석리,8호 석실분,횡혈식 석실묘,?,N11S,2.7,0.88,1.11,"공주대학교박물관, 1997",,공주
84,분강·저석리,9호 석실분,횡구식 석실묘,?,N-S,1.81,0.61,0.7,"공주대학교박물관, 1997",,공주
85,분강·저석리,10호 석실분,횡구식 석실묘,?,N5S,2.72,0.75,0.78,"공주대학교박물관, 1997",,공주
86,분강·저석리,11호 석실분,석실묘,석실,N86S,0.65,0.45,0.45,"공주대학교박물관, 1997",,공주
87,분강·저석리,12호 석실분,횡혈식 석실묘,?,N158S,2.58,1.89,0.86,"공주대학교박물관, 1997",,공주
88,분강·저석리,13호 석실분,횡혈식 석실묘,?,N167S,2.56,2.41,1.02,"공주대학교박물관, 1997",,공주
89,분강·저석리,14호 석실분,횡혈식 석실묘,?,N106S,3.02,2.87,0.56,"공주대학교박물관, 1997",,공주
90,분강·저석리,15호 석실분,횡구식 석실묘,?,N170S,2.38,0.66,0.91,"공주대학교박물관, 1997",,공주
91,분강·저석리,16호 석실분,횡혈식 석실묘,?,N-S,2.5,2.16,1.42,"공주대학교박물관, 1997",,공주
92,분강·저석리,17호 석실분,횡혈식 석실묘,?,N175S,2.83,2,1.59,"공주대학교박물관, 1997",,공주
93,분강·저석리,18호 석실분,석실묘,석실,N16S,2.28,0.66,0.53,"공주대학교박물관, 1997",,공주
94,분강·저석리,19호 석실분,석실묘,석실,N85S,1.5,0.8,?,"공주대학교박물관, 1997",,공주
95,분강·저석리,20호 석실분,석실묘,석실,N162S,1.88,0.83,0.82,"공주대학교박물관, 1997",,공주
96,분강·저석리,21호 석실분,횡혈식 석실묘,?,N-S,2.62,1.57,1.04,"공주대학교박물관, 1997",,공주
97,분강·저석리,22호 석실분,석실묘,석실,N-S,1.35,0.92,0.95,"공주대학교박물관, 1997",,공주
98,분강·저석리,23호 석실분,석실묘,석실,N163S,?,1.1,0.6,"공주대학교박물관, 1997",,공주
99,분강·저석리,24호 석실분,횡혈식 석실묘,?,N151S,1.5,0.65,0.68,"공주대학교박물관, 1997",,공주
100,분강·저석리,25호 석실분,횡혈식 석실묘,?,N133S,2.62,1.52,1,"공주대학교박물관, 1997",,공주
101,분강·저석리,26호 석실분,석실묘,석실,N130S,1.79,0.72,0.58,"공주대학교박물관, 1997",,공주
102,분강·저석리,27호 석실분,석실묘,석실,N85S,2.54,8.9,0.28,"공주대학교박물관, 1997",,공주
103,분강·저석리,28호 석실분,석실묘,석실,N48S,1.52,0.53,0.31,"공주대학교박물관, 1997",,공주
104,분강·저석리,29호 석실분,횡혈식 석실묘,?,N25S,2.11,1.24,0.85,"공주대학교박물관, 1997",,공주
105,분강·저석리,30호 석실분,석실묘,석실,N-S,0.98,0.74,0.33,"공주대학교박물관, 1997",,공주
106,분강·저석리,31호 석실분,횡구식 석실묘,?,N86S,0.72,0.79,0.37,"공주대학교박물관, 1997",,공주
107,분강·저석리,동-A호 옹관묘,옹관묘,?,?,*0.55,*0.35,*0.20,"공주대학교박물관, 1997",4호 석실분 인접,공주
108,분강·저석리,동-B호 옹관묘,옹관묘,?,?,?,?,?,"공주대학교박물관, 1997",,공주
109,분강·저석리,동-C호 옹관묘,옹관묘,?,?,*0.90,*0.60,*0.23,"공주대학교박물관, 1997",,공주
110,분강·저석리,동-D호 옹관묘,옹관묘,?,?,*0.65,*0.50,?,"공주대학교박물관, 1997",,공주
111,분강·저석리,서-13-E호 옹관묘,옹관묘,?,?,?,?,?,"공주대학교박물관, 1997",13호 석실분 인접,공주
112,분강·저석리,서-16-F호 옹관묘,옹관묘,?,?,?,?,?,"공주대학교박물관, 1997",16호 석실분 인접,공주
113,분강·저석리,서-16-G호 옹관묘,옹관묘,?,남북,0.7,0.4,0.3,"공주대학교박물관, 1997",16호 석실분 인접,공주
114,분강·저석리,서-16-H호 옹관묘,옹관묘,?,서남-동북,?,?,?,"공주대학교박물관, 1997",16호 석실분 인접,공주
115,분강·저석리,서-16-I호 옹관묘,옹관묘,?,N30S,0.78,0.4,?,"공주대학교박물관, 1997",16호 석실분 인접,공주
116,분강·저석리,서-17-J호 옹관묘,옹관묘,?,?,0.65,0.6,?,"공주대학교박물관, 1997",17호 석실분 인접,공주
117,분강·저석리,서-K호 옹관묘,옹관묘,?,?,?,?,?,"공주대학교박물관, 1997","27, 28호 석실분 인접",공주
118,분강·저석리,서-L호 옹관묘,옹관묘,?,서남-동북,*0.90,?,?,"공주대학교박물관, 1997",25호 석실분 인접,공주
119,분강·저석리,서-M호 옹관묘,옹관묘,?,?,0.94,0.94,*0.30,"공주대학교박물관, 1997","25, 28호 석실분 인접",공주
2663,청주 문암동,A지점 134호 분묘,토광묘,?,N5W,1.11,0.55,0.28,"충청북도문화재연구원 98, 2021",,청주
2667,청주 문암동,A지점 138호 분묘,토광묘,?,N4W,1.11,0.46,0.16,"충청북도문화재연구원 98, 2021",,청주
684,서산 여미리 방죽골,8호 옹관묘,주구토광묘,옹관,?,1.12,1.06,*0.14,"충청문화재연구원, 2005",,서산
2575,청주 문암동,A지점 46호 분묘,토광묘,?,N28E,1.12,0.7,0.15,"충청북도문화재연구원 98, 2021",,청주
2577,청주 문암동,A지점 48호 분묘,토광묘,?,N3E,1.12,0.71,0.12,"충청북도문화재연구원 98, 2021",,청주
2621,청주 문암동,A지점 92호 분묘,토광묘,?,N57W,1.12,0.64,0.12,"충청북도문화재연구원 98, 2021",,청주
2623,청주 문암동,A지점 94호 분묘,토광묘,?,N34W,1.12,0.57,0.26,"충청북도문화재연구원 98, 2021",,청주
2723,청주 문암동,B지점 6호 분묘,토광묘,목관 혹은 목곽,N83E,1.12,0.68,0.08,"충청북도문화재연구원 98, 2021",,청주
2739,청주 문암동,B지점 22호 분묘,토광묘,?,N5W,1.12,0.57,0.3,"충청북도문화재연구원 98, 2021",,청주
229,청주 신봉동 백제고분군,A-9호분,토광묘,?,N23E,1.13,*0.9,0.29,"충북대학교박물관 87, 2002",,청주
2585,청주 문암동,A지점 56호 분묘,토광묘,?,N18W,1.13,0.54,0.2,"충청북도문화재연구원 98, 2021",,청주
2724,청주 문암동,B지점 7호 분묘,토광묘,목관 혹은 목곽,N69E,1.13,0.53,0.2,"충청북도문화재연구원 98, 2021",,청주
2746,청주 문암동,B지점 29호 분묘,토광묘,목관 혹은 목곽,N4E,1.13,0.51,0.23,"충청북도문화재연구원 98, 2021",,청주
2752,청주 문암동,B지점 35호 분묘,토광묘,목관 혹은 목곽,N9E,1.13,0.59,0.37,"충청북도문화재연구원 98, 2021",,청주
2837,청주 송절동  V지구 2지점,22호 토광묘,토광묘,목곽 + 목관,n31w,1.13,0.67,*0.28,,,청주
2543,청주 문암동,A지점 14호 분묘,토광묘,?,N45W,1.14,0.57,0.45,"충청북도문화재연구원 98, 2021",,청주
2747,청주 문암동,B지점 30호 분묘,토광묘,?,N3W,1.14,0.57,0.35,"충청북도문화재연구원 98, 2021",,청주
2791,청주 문암동,C지점 36호 분묘,토광묘,?,N12W,1.14,0.52,0.27,"충청북도문화재연구원 98, 2021",,청주
2834,청주 송절동  V지구 2지점,19호 토광묘,토광묘,?,N86e,1.14,1.1,0.15,,,청주
2835,청주 송절동  V지구 2지점,20호 토광묘,토광묘,목곽 + 목관,N3e,1.14,1.22,*0.08,,,청주
140,청원 주성리,적석묘,적석묘,목관,N16W,2.4,0.8,?,"한국문화재보호재단 78, 2000",,청원
141,청원 주성리,1호 석실분,석실묘,?,N7W,3.8,3.5,1.26,"한국문화재보호재단 78, 2000",5차례 추가장,청원
142,청원 주성리,2호 석실분,석실묘,?,N50E,3.1,3.8,1.7,"한국문화재보호재단 78, 2000",,청원
2544,청주 문암동,A지점 15호 분묘,토광묘,?,N9W,1.15,0.6,0.2,"충청북도문화재연구원 98, 2021",,청주
144,청양 록평리·사점리,1호 석축묘,횡구식 석곽묘,석곽,N39E,3.3,1.74,0.45,"백제문화재연구원, 2023",,청양
2673,청주 문암동,A지점 144호 분묘,토광묘,?,N11E,1.15,0.68,0.32,"충청북도문화재연구원 98, 2021",,청주
2656,청주 문암동,A지점 127호 분묘,토광묘,?,N53W,1.16,0.68,0.38,"충청북도문화재연구원 98, 2021",,청주
2660,청주 문암동,A지점 131호 분묘,토광묘,?,N32W,1.16,0.55,0.37,"충청북도문화재연구원 98, 2021",,청주
148,청양 록평리·사점리,5호 석축묘,횡구식 석곽묘,석곽,N42E,*2.51,*1.15,*0.57,"백제문화재연구원, 2023",,청양
149,청양 록평리·사점리,6호 석축묘,횡구식 석곽묘,석곽,N34E,2.22,1.62,0.41,"백제문화재연구원, 2023",,청양
150,청양 록평리·사점리,7호 석축묘,횡구식 석곽묘,석곽,N29E,3.72,1.92,0.63,"백제문화재연구원, 2023",,청양
151,청양 록평리·사점리,8호 석축묘,횡구식 석곽묘,석곽,N49E,*3.18,*1.98,*0.65,"백제문화재연구원, 2023",,청양
152,청양 록평리·사점리,9호 석축묘,횡구식 석곽묘,석곽,N52E,3.25,1.74,0.67,"백제문화재연구원, 2023",,청양
153,청양 록평리·사점리,10호 석축묘,횡구식 석곽묘,석곽,N58E,1.62,1.1,0.27,"백제문화재연구원, 2023",,청양
154,청양 록평리·사점리,11호 석축묘,횡구식 석곽묘,석곽,N50E,3.24,1.74,0.48,"백제문화재연구원, 2023",,청양
2699,청주 문암동,A지점 170호 분묘,토광묘,?,N16W,1.16,0.41,0.23,"충청북도문화재연구원 98, 2021",,청주
156,청양 록평리·사점리,13호 석축묘,횡구식 석곽묘,석곽,N25E,2.62,1.56,0.6,"백제문화재연구원, 2023",,청양
2744,청주 문암동,B지점 27호 분묘,토광묘,목관 혹은 목곽,N9W,1.16,0.72,0.35,"충청북도문화재연구원 98, 2021",,청주
158,청양 록평리·사점리,15호 석축묘,횡구식 석곽묘,석곽,N19E,3.61,1.98,0.68,"백제문화재연구원, 2023",,청양
159,청양 록평리·사점리,16호 석축묘,횡구식 석곽묘,석곽,N24E,*2.64,*1.8,*0.9,"백제문화재연구원, 2023",,청양
2751,청주 문암동,B지점 34호 분묘,토광묘,목관 혹은 목곽,N4E,1.16,0.58,0.33,"충청북도문화재연구원 98, 2021",,청주
161,청양 록평리·사점리,18호 석축묘,횡구식 석곽묘,석곽,N25E,*3.12,*2.13,*0.81,"백제문화재연구원, 2023",,청양
162,청양 록평리·사점리,19호 석축묘,횡구식 석곽묘,석곽,N39E,*2.82,*1.92,*0.9,"백제문화재연구원, 2023",,청양
163,청양 록평리·사점리,20호 석축묘,횡구식 석곽묘,석곽,N15E,*3.54,*1.92,*0.84,"백제문화재연구원, 2023",,청양
164,청양 록평리·사점리,21호 석축묘,횡구식 석곽묘,석곽,N56E,*4.02,*2.28,*0.7,"백제문화재연구원, 2023",,청양
165,청양 록평리·사점리,22호 석축묘,횡구식 석곽묘,석곽,N41E,3.3,2.43,0.78,"백제문화재연구원, 2023",,청양
166,청양 록평리·사점리,23호 석축묘,횡구식 석곽묘,석곽,N37E,2.77,1.95,0.55,"백제문화재연구원, 2023",,청양
167,청양 록평리·사점리,24호 석축묘,횡구식 석곽묘,석곽,N66E,3.42,2.01,0.5,"백제문화재연구원, 2023",,청양
2802,청주 문암동,C지점 47호 분묘,토광묘,?,N12E,1.16,0.6,0.3,"충청북도문화재연구원 98, 2021",,청주
169,청양 록평리·사점리,26호 석축묘,횡구식 석곽묘,석곽,N24E,*3.00,*1.65,*0.6,"백제문화재연구원, 2023",,청양
3560,청주 신봉동 고분군,28호,토광묘,?,N24W,1.16,*0.68,*0.15,"충북대학교박물관, 2003",,청주
3571,청주 신봉동 고분군,43호,토광묘,?,N3E,1.16,*0.68,*0.22,"충북대학교박물관, 2003",,청주
3577,청주 신봉동 고분군,51호,토광묘,?,N21W,1.16,*0.60,*0.08,"충북대학교박물관, 2003",,청주
173,청양 록평리·사점리,30호 석축묘,횡구식 석곽묘,석곽,N51E,*1.86,*1.32,*0.19,"백제문화재연구원, 2023",,청양
174,청양 록평리·사점리,31호 석축묘,횡구식 석곽묘,석곽,N75E,4.17,2.49,0.5,"백제문화재연구원, 2023",,청양
175,청양 록평리·사점리,32호 석축묘,횡구식 석곽묘,석곽,N36E,*1.56,*1.18,*0.39,"백제문화재연구원, 2023",,청양
2632,청주 문암동,A지점 103호 분묘,토광묘,?,N27W,1.17,0.64,0.2,"충청북도문화재연구원 98, 2021",,청주
2634,청주 문암동,A지점 105호 분묘,토광묘,?,N2E,1.17,0.66,0.17,"충청북도문화재연구원 98, 2021",,청주
2640,청주 문암동,A지점 111호 분묘,토광묘,?,N2E,1.17,0.66,0.17,"충청북도문화재연구원 98, 2021",,청주
2687,청주 문암동,A지점 158호 분묘,토광묘,?,N32W,1.17,0.65,0.15,"충청북도문화재연구원 98, 2021",,청주
2737,청주 문암동,B지점 20호 분묘,토광묘,목관 혹은 목곽,N2W,1.17,0.63,0.19,"충청북도문화재연구원 98, 2021",,청주
181,청양 록평리·사점리,38호 석축묘,횡구식 석곽묘,석곽,N2W,*2.70,*1.80,*0.72,"백제문화재연구원, 2023",,청양
2768,청주 문암동,C지점 13호 분묘,토광묘,목관 혹은 목곽,N30E,1.17,0.66,0.22,"충청북도문화재연구원 98, 2021",,청주
183,청양 록평리·사점리,40호 석축묘,횡구식 석곽묘,석곽,N11W,*1.74,*1.35,*0.61,"백제문화재연구원, 2023",,청양
184,청양 록평리·사점리,41호 석축묘,횡구식 석곽묘,석곽,N32E,*3.78,*1.92,*0.91,"백제문화재연구원, 2023",,청양
2588,청주 문암동,A지점 59호 분묘,토광묘,?,N2W,1.18,0.6,0.08,"충청북도문화재연구원 98, 2021",,청주
186,청양 록평리·사점리,43호 석축묘,횡구식 석곽묘,석곽,N43E,*2.79,*2.37,*0.48,"백제문화재연구원, 2023",,청양
187,청양 록평리·사점리,44호 석축묘,횡구식 석곽묘,석곽,N27E,*2.40,*1.19,*0.28,"백제문화재연구원, 2023",,청양
188,청양 록평리·사점리,45호 석축묘,횡구식 석곽묘,석곽,N19E,*3.36,*1.80,*0.57,"백제문화재연구원, 2023",,청양
189,청양 록평리·사점리,46호 석축묘,횡구식 석곽묘,석곽,N60E,*2.50,*1.59,*0.57,"백제문화재연구원, 2023",판상 할석,청양
2647,청주 문암동,A지점 118호 분묘,토광묘,?,N5W,1.18,0.65,0.34,"충청북도문화재연구원 98, 2021",,청주
2664,청주 문암동,A지점 135호 분묘,토광묘,?,N3W,1.18,0.62,0.34,"충청북도문화재연구원 98, 2021",,청주
2693,청주 문암동,A지점 164호 분묘,토광묘,목관 혹은 목곽,N6W,1.18,0.53,0.25,"충청북도문화재연구원 98, 2021",,청주
2741,청주 문암동,B지점 24호 분묘,토광묘,목관 혹은 목곽,N3E,1.18,0.65,0.3,"충청북도문화재연구원 98, 2021",,청주
2749,청주 문암동,B지점 32호 분묘,토광묘,목관 혹은 목곽,N24W,1.18,0.56,0.44,"충청북도문화재연구원 98, 2021",,청주
2552,청주 문암동,A지점 23호 분묘,토광묘,목관 혹은 목곽,N2E,1.19,0.78,0.25,"충청북도문화재연구원 98, 2021",,청주
2659,청주 문암동,A지점 130호 분묘,토광묘,?,N5W,1.19,0.53,0.1,"충청북도문화재연구원 98, 2021",,청주
2730,청주 문암동,B지점 13호 분묘,토광묘,목관 혹은 목곽,N82E,1.19,0.47,0.28,"충청북도문화재연구원 98, 2021",,청주
2732,청주 문암동,B지점 15호 분묘,토광묘,목관 혹은 목곽,N75E,1.19,0.56,0.14,"충청북도문화재연구원 98, 2021",,청주
379,가경 달산리,1구간 토광묘 8호묘,토광묘,?,N68W,1.2,0.35,0.3,"가경고고학연구소 16, 2012",,태안
473,공주 남산리 분묘군,24호 토광묘,토광묘,?,n110w,1.2,0.4,0.1,,,공주
1173,아산 용두리 진터,11호묘(토광묘),토광묘,목곽,N61E,1.2,1.1,*0.36,"충청문화재연구원 115, 2011",,아산
1192,아산 용두리 진터,30호묘(토광묘),토광묘,목곽,?,1.2,1.36,0.36,"충청문화재연구원 115, 2011",,아산
2539,청주 문암동,A지점 10호 분묘,토광묘,?,N6W,1.2,0.62,0.4,"충청북도문화재연구원 98, 2021",,청주
2649,청주 문암동,A지점 120호 분묘,토광묘,?,N19W,1.2,0.58,0.21,"충청북도문화재연구원 98, 2021",,청주
2726,청주 문암동,B지점 9호 분묘,토광묘,목관 혹은 목곽,N71E,1.2,0.55,0.18,"충청북도문화재연구원 98, 2021",,청주
2736,청주 문암동,B지점 19호 분묘,토광묘,목관 혹은 목곽,N11E,1.2,0.62,0.17,"충청북도문화재연구원 98, 2021",,청주
2558,청주 문암동,A지점 29호 분묘,토광묘,?,N2W,1.21,0.56,0.24,"충청북도문화재연구원 98, 2021",,청주
2597,청주 문암동,A지점 68호 분묘,토광묘,?,N4W,1.21,0.56,0.15,"충청북도문화재연구원 98, 2021",,청주
2678,청주 문암동,A지점 149호 분묘,토광묘,?,N12E,1.21,0.48,0.3,"충청북도문화재연구원 98, 2021",,청주
