번호,유적명,유구명,유물명,출전,비고,
588,청원 주성리,7호 토광묘,발,"한국문화재보호재단 78, 2000",,
589,청원 주성리,7호 토광묘,도자,"한국문화재보호재단 78, 2000",,
590,청원 주성리,7호 토광묘,철겸,"한국문화재보호재단 78, 2000",,
591,청원 주성리,7호 토광묘,철착,"한국문화재보호재단 78, 2000",,
592,청원 주성리,7호 토광묘,살포,"한국문화재보호재단 78, 2000",,
593,청원 주성리,7호 토광묘,교구,"한국문화재보호재단 78, 2000",,
594,청원 주성리,7호 토광묘,철촉,"한국문화재보호재단 78, 2000",3점,
595,청원 주성리,7호 토광묘,철부,"한국문화재보호재단 78, 2000",2점,
596,청원 주성리,7호 토광묘,환두대도,"한국문화재보호재단 78, 2000",,
597,청원 주성리,7호 토광묘,관정,"한국문화재보호재단 78, 2000",7점,
598,청원 주성리,7호 토광묘,꺾쇠,"한국문화재보호재단 78, 2000",8점,
599,청원 주성리,7호 토광묘,지석,"한국문화재보호재단 78, 2000",,
600,청원 주성리,8호 토광묘,장경호,"한국문화재보호재단 78, 2000",,
601,청원 주성리,8호 토광묘,호 저부,"한국문화재보호재단 78, 2000",,
602,청원 주성리,8호 토광묘,발,"한국문화재보호재단 78, 2000",,
603,청원 주성리,9호 토광묘,유견호,"한국문화재보호재단 78, 2000",,
604,청원 주성리,9호 토광묘,평저광구호,"한국문화재보호재단 78, 2000",,
605,청원 주성리,9호 토광묘,철부,"한국문화재보호재단 78, 2000",,
606,청원 주성리,9호 토광묘,환두대도,"한국문화재보호재단 78, 2000",,
607,청원 주성리,10호 토광묘,직구호,"한국문화재보호재단 78, 2000",,
608,청원 주성리,10호 토광묘,도자,"한국문화재보호재단 78, 2000",,
609,청원 주성리,11호 토광묘,호 저부,"한국문화재보호재단 78, 2000",,
610,청원 주성리,12호 토광묘,단경호,"한국문화재보호재단 78, 2000",,
611,청원 주성리,13호 토광묘,장경호,"한국문화재보호재단 78, 2000",,
612,청원 주성리,13호 토광묘,단경호,"한국문화재보호재단 78, 2000",,
613,청원 주성리,13호 토광묘,파배,"한국문화재보호재단 78, 2000",,
614,청원 주성리,13호 토광묘,발,"한국문화재보호재단 78, 2000",,
615,청원 주성리,13호 토광묘,도자,"한국문화재보호재단 78, 2000",2점,
616,청원 주성리,13호 토광묘,구슬,"한국문화재보호재단 78, 2000",20점,
617,청원 주성리,14호 토광묘,단경호,"한국문화재보호재단 78, 2000",,
618,청원 주성리,14호 토광묘,단경호,"한국문화재보호재단 78, 2000",,
619,청원 주성리,14호 토광묘,단경호,"한국문화재보호재단 78, 2000",,
620,청원 주성리,14호 토광묘,발,"한국문화재보호재단 78, 2000",,
621,청원 주성리,14호 토광묘,개(뚜껑),"한국문화재보호재단 78, 2000",,
622,청원 주성리,14호 토광묘,도자,"한국문화재보호재단 78, 2000",,
623,청원 주성리,14호 토광묘,철촉,"한국문화재보호재단 78, 2000",2점,
624,청원 주성리,14호 토광묘,재갈,"한국문화재보호재단 78, 2000",,
625,청원 주성리,14호 토광묘,관정,"한국문화재보호재단 78, 2000",,
626,청원 주성리,14호 토광묘,꺾쇠,"한국문화재보호재단 78, 2000",14점,
627,청원 주성리,14호 토광묘,구슬,"한국문화재보호재단 78, 2000",365점,
628,청원 주성리,15호 토광묘,단경호 편,"한국문화재보호재단 78, 2000",,
629,청원 주성리,적석묘,단경호,"한국문화재보호재단 78, 2000",,
630,청원 주성리,적석묘,단경호,"한국문화재보호재단 78, 2000",,
631,청원 주성리,적석묘,단경호,"한국문화재보호재단 78, 2000",,
632,청원 주성리,적석묘,단경광구소호,"한국문화재보호재단 78, 2000",,
633,청원 주성리,적석묘,발,"한국문화재보호재단 78, 2000",,
634,청원 주성리,적석묘,발,"한국문화재보호재단 78, 2000",,
635,청원 주성리,적석묘,대도,"한국문화재보호재단 78, 2000",,
636,청원 주성리,적석묘,도자,"한국문화재보호재단 78, 2000",,
637,청원 주성리,적석묘,철부,"한국문화재보호재단 78, 2000",,
638,청원 주성리,적석묘,철겸,"한국문화재보호재단 78, 2000",,
639,청원 주성리,적석묘,철촉,"한국문화재보호재단 78, 2000",4점,
640,청원 주성리,적석묘,재갈,"한국문화재보호재단 78, 2000",,
641,청원 주성리,1호 석곽묘,도자,"한국문화재보호재단 78, 2000",,
642,청원 주성리,2호 석곽묘,이형병,"한국문화재보호재단 78, 2000",,
643,청원 주성리,2호 석곽묘,광구호,"한국문화재보호재단 78, 2000",,
644,청원 주성리,2호 석곽묘,옹,"한국문화재보호재단 78, 2000",,
645,청원 주성리,2호 석곽묘,철모,"한국문화재보호재단 78, 2000",,
646,청원 주성리,2호 석곽묘,교구,"한국문화재보호재단 78, 2000",4점,
647,청원 주성리,2호 석곽묘,도자,"한국문화재보호재단 78, 2000",2점,
648,청원 주성리,2호 석곽묘,등자편,"한국문화재보호재단 78, 2000",3점,
649,청원 주성리,2호 석곽묘,행엽(杏葉),"한국문화재보호재단 78, 2000",3점,
650,청원 주성리,2호 석곽묘,재갈,"한국문화재보호재단 78, 2000",,
651,청원 주성리,2호 석곽묘,단금구,"한국문화재보호재단 78, 2000",,
652,청원 주성리,2호 석곽묘,철촉,"한국문화재보호재단 78, 2000",9점,
653,청원 주성리,2호 석곽묘,관정,"한국문화재보호재단 78, 2000",12점,
654,청원 주성리,2호 석곽묘,꺾쇠,"한국문화재보호재단 78, 2000",53점,
655,청원 주성리,2호 석곽묘,이식,"한국문화재보호재단 78, 2000",1쌍,
656,청원 주성리,1호 석실분,개(뚜껑),"한국문화재보호재단 78, 2000",5차 시상,
657,청원 주성리,1호 석실분,개(뚜껑),"한국문화재보호재단 78, 2000",5차 시상,
658,청원 주성리,1호 석실분,고배,"한국문화재보호재단 78, 2000",5차 시상,
659,청원 주성리,1호 석실분,고배,"한국문화재보호재단 78, 2000",5차 시상,
660,청원 주성리,1호 석실분,고배,"한국문화재보호재단 78, 2000",5차 시상,
661,청원 주성리,1호 석실분,고배,"한국문화재보호재단 78, 2000",5차 시상,
662,청원 주성리,1호 석실분,고배,"한국문화재보호재단 78, 2000",5차 시상,
663,청원 주성리,1호 석실분,대부장경호,"한국문화재보호재단 78, 2000",5차 시상,
664,청원 주성리,1호 석실분,방추차,"한국문화재보호재단 78, 2000",5차 시상,
665,청원 주성리,1호 석실분,구슬,"한국문화재보호재단 78, 2000","5차 시상, 9점",
666,청원 주성리,1호 석실분,완,"한국문화재보호재단 78, 2000",4차 관대,
667,청원 주성리,1호 석실분,완,"한국문화재보호재단 78, 2000",4차 관대,
668,청원 주성리,1호 석실분,교구,"한국문화재보호재단 78, 2000","4차 관대, 3점",
669,청원 주성리,1호 석실분,꺾쇠,"한국문화재보호재단 78, 2000",4차 관대,
670,청원 주성리,1호 석실분,행엽(杏葉),"한국문화재보호재단 78, 2000","4차 관대, 4점",
671,청원 주성리,1호 석실분,완,"한국문화재보호재단 78, 2000",3차 관대,
672,청원 주성리,1호 석실분,도자,"한국문화재보호재단 78, 2000",3차 관대,
673,청원 주성리,1호 석실분,교구,"한국문화재보호재단 78, 2000",3차 관대,
674,청원 주성리,1호 석실분,관정,"한국문화재보호재단 78, 2000","3차 관대, 2점",
675,청원 주성리,1호 석실분,꺾쇠,"한국문화재보호재단 78, 2000","3차 관대, 4점",
676,청원 주성리,1호 석실분,이식,"한국문화재보호재단 78, 2000",3차 관대,
677,청원 주성리,1호 석실분,단경호,"한국문화재보호재단 78, 2000",2차 관대,
678,청원 주성리,1호 석실분,호 저부,"한국문화재보호재단 78, 2000",2차 관대,
679,청원 주성리,1호 석실분,도자,"한국문화재보호재단 78, 2000",2차 관대,
680,청원 주성리,1호 석실분,철부,"한국문화재보호재단 78, 2000",2차 관대,
681,청원 주성리,1호 석실분,관정,"한국문화재보호재단 78, 2000",2차 관대,
682,청원 주성리,1호 석실분,꺾쇠,"한국문화재보호재단 78, 2000","2차 관대, 11점",
683,청원 주성리,1호 석실분,불명철기,"한국문화재보호재단 78, 2000","2차 관대, 2점",
684,청원 주성리,1호 석실분,등자,"한국문화재보호재단 78, 2000",1차 목관,
685,청원 주성리,1호 석실분,교구,"한국문화재보호재단 78, 2000","1차 목관, 2점",
686,청원 주성리,1호 석실분,관정,"한국문화재보호재단 78, 2000",1차 목관,
687,청원 주성리,1호 석실분,꺾쇠,"한국문화재보호재단 78, 2000","1차 목관, 6점",
688,청원 주성리,1호 석실분,꺾쇠,"한국문화재보호재단 78, 2000","5차 시상 유물 부근, 2점",
689,청원 주성리,2호 석실분,단경호,"한국문화재보호재단 78, 2000",,
690,청원 주성리,2호 석실분,유견호,"한국문화재보호재단 78, 2000",,
691,청원 주성리,2호 석실분,파배,"한국문화재보호재단 78, 2000",,
692,청원 주성리,2호 석실분,파배,"한국문화재보호재단 78, 2000",,
693,청원 주성리,2호 석실분,파배,"한국문화재보호재단 78, 2000",,
694,청원 주성리,2호 석실분,철부,"한국문화재보호재단 78, 2000",2점,
695,청원 주성리,2호 석실분,철모,"한국문화재보호재단 78, 2000",,
696,청원 주성리,2호 석실분,교구,"한국문화재보호재단 78, 2000",2점,
697,청원 주성리,2호 석실분,철겸,"한국문화재보호재단 78, 2000",,
698,청원 주성리,2호 석실분,철촉,"한국문화재보호재단 78, 2000",2점,
699,청원 주성리,2호 석실분,관정,"한국문화재보호재단 78, 2000",4점,
700,청원 주성리,2호 석실분,꺾쇠,"한국문화재보호재단 78, 2000",35점,
701,청원 주성리,2호 석실분,불명철기,"한국문화재보호재단 78, 2000",2점,
702,청원 주성리,2호 석실분,구슬,"한국문화재보호재단 78, 2000",55점,
703,청양 록평리·사점리 ,1호 토광묘,흑색마연토기 원저호,"백제문화재연구원, 2023",1점,
704,청양 록평리·사점리 ,1호 토광묘,토기 구연부편,"백제문화재연구원, 2023",1점,
705,청양 록평리·사점리,1호 토광묘,타날문토기 동체부편,"백제문화재연구원, 2023",1점,
706,청양 록평리·사점리,4호 석축묘,관정,"백제문화재연구원, 2023",1점,
707,청양 록평리·사점리,5호 석축묘,금동이식,"백제문화재연구원, 2023",1쌍,
708,청양 록평리·사점리,11호 석축묘,단경병,"백제문화재연구원, 2023",1점,
709,청양 록평리·사점리,11호 석축묘,금동이식,"백제문화재연구원, 2023",1쌍,
710,청양 록평리·사점리,12호 석축묘,관정,"백제문화재연구원, 2023",7점,
711,청양 록평리·사점리,15호 석축묘,관정,"백제문화재연구원, 2023",13점,
712,청양 록평리·사점리,22호 석축묘,삼족기,"백제문화재연구원, 2023",3점,
713,청양 록평리·사점리,26호 석축묘,금동이식,"백제문화재연구원, 2023",1쌍,
714,청양 록평리·사점리,26호 석축묘,관정,"백제문화재연구원, 2023",3점,
715,청양 록평리·사점리,30호 석축묘,토기 뚜껑,"백제문화재연구원, 2023",1점,
716,청양 록평리·사점리,31호 석축묘,단경병,"백제문화재연구원, 2023",1점,
717,청양 록평리·사점리,31호 석축묘,단경소호,"백제문화재연구원, 2023",1점,
718,청양 록평리·사점리,31호 석축묘,토기 뚜껑,"백제문화재연구원, 2023",3점,
719,청양 록평리·사점리,31호 석축묘,철도자,"백제문화재연구원, 2023",1점,
720,청양 록평리·사점리,33호 석축묘,소호,"백제문화재연구원, 2023",1점,
721,청양 록평리·사점리,41호 석축묘,(경질)단경병,"백제문화재연구원, 2023",1점,
722,홍성 용산리·내덕리·내법리,1호 토광묘,원저단경호,"서경문화재연구원, 2020",1점,
723,홍성 용산리·내덕리·내법리,2호 토광묘,원저단경호,"서경문화재연구원, 2020",1점,
724,청주 오송(2지점),1호 토광묘,단경호,"중앙문화재연구원, 2019",2점,
725,청주 오송(2지점),1호 토광묘,호 저부,"중앙문화재연구원, 2019",1점,
726,청주 오송(2지점),2호 토광묘,단경호,"중앙문화재연구원, 2019",4점,
727,청주 오송(2지점),2호 토광묘,평저호,"중앙문화재연구원, 2019",1점,
728,청주 오송(2지점),2호 토광묘,발형토기,"중앙문화재연구원, 2019",1점,
729,청주 오송(2지점),2호 토광묘,환두도,"중앙문화재연구원, 2019",1점,
730,청주 오송(2지점),2호 토광묘,철착,"중앙문화재연구원, 2019",1점,
731,청주 오송(2지점),2호 토광묘,살포,"중앙문화재연구원, 2019",1점,
732,청주 오송(2지점),2호 토광묘,철촉,"중앙문화재연구원, 2019",1점,
733,청주 오송(2지점),2호 토광묘,재갈,"중앙문화재연구원, 2019",1점,
734,청주 오송(2지점),3호 토광묘,평저호,"중앙문화재연구원, 2019",1점,
735,청주 오송(2지점),3호 토광묘,호,"중앙문화재연구원, 2019",1점,
736,청주 오송(2지점),3호 토광묘,발형토기,"중앙문화재연구원, 2019",1점,
737,청주 오송(2지점),3호 토광묘,철도,"중앙문화재연구원, 2019",1점,
738,청주 오송(2지점),3호 토광묘,재갈,"중앙문화재연구원, 2019",2점,
739,청주 오송(2지점),3호 토광묘,안교장식,"중앙문화재연구원, 2019",2점,
740,청주 오송(2지점),3호 토광묘,등자,"중앙문화재연구원, 2019",1점,
741,청주 오송(2지점),3호 토광묘,교구,"중앙문화재연구원, 2019",5점,
742,청주 오송(2지점),3호 토광묘,철정,"중앙문화재연구원, 2019",5점,
743,청주 오송(2지점),4호 토광묘,호 저부,"중앙문화재연구원, 2019",1점,
744,청주 오송(2지점),4호 토광묘,철착,"중앙문화재연구원, 2019",1점,
745,청주 오송(2지점),4호 토광묘,교구,"중앙문화재연구원, 2019",1점,
746,청주 오송(2지점),5호 토광묘,단경호,"중앙문화재연구원, 2019",1점,
747,청주 오송(2지점),5호 토광묘,평저호,"중앙문화재연구원, 2019",1점,
748,청주 오송(2지점),5호 토광묘,철도,"중앙문화재연구원, 2019",1점,
749,청주 오송(2지점),5호 토광묘,철도자,"중앙문화재연구원, 2019",2점,
750,청주 오송(2지점),5호 토광묘,철겸,"중앙문화재연구원, 2019",1점,
751,청주 오송(2지점),5호 토광묘,철촉,"중앙문화재연구원, 2019",2점,
752,청주 오송(2지점),5호 토광묘,재갈,"중앙문화재연구원, 2019",1점,
753,청주 오송(2지점),5호 토광묘,등자,"중앙문화재연구원, 2019",1점,
754,청주 오송(2지점),5호 토광묘,철환,"중앙문화재연구원, 2019",4점,
755,청주 오송(2지점),5호 토광묘,교구,"중앙문화재연구원, 2019",4점,
756,청주 오송(2지점),5호 토광묘,금구,"중앙문화재연구원, 2019",2점,
757,청주 오송(2지점),5호 토광묘,철정,"중앙문화재연구원, 2019",1점,
758,청주 오송(2지점),5호 토광묘,꺾쇠,"중앙문화재연구원, 2019",9점,
759,청주 오송(2지점),6호 토광묘,호 동체,"중앙문화재연구원, 2019",1점,
760,청주 오송(2지점),6호 토광묘,호 저부,"중앙문화재연구원, 2019",1점,
761,청주 오송(2지점),6호 토광묘,철촉,"중앙문화재연구원, 2019",1점,
762,청주 오송(2지점),6호 토광묘,교구,"중앙문화재연구원, 2019",2점,
763,청주 오송(2지점),6호 토광묘,꺾쇠,"중앙문화재연구원, 2019",3점,
764,청주 오송(2지점),6호 토광묘,불명철기,"중앙문화재연구원, 2019","1점, 판상의 부정형 철판",
765,청주 오송(2지점),7호 토광묘,단경호,"중앙문화재연구원, 2019",1점,
766,청주 오송(2지점),7호 토광묘,철겸,"중앙문화재연구원, 2019",1점,
767,청주 오송(2지점),7호 토광묘,등자,"중앙문화재연구원, 2019",1점,
768,청주 오송(2지점),8호 토광묘,단경호,"중앙문화재연구원, 2019",1점,
769,청주 오송(2지점),8호 토광묘,평저호,"중앙문화재연구원, 2019",1점,
770,청주 오송(2지점),8호 토광묘,발형토기,"중앙문화재연구원, 2019",1점,
771,청주 오송(2지점),9호 토광묘,단경호,"중앙문화재연구원, 2019",1점,
772,청주 오송(2지점),9호 토광묘,평저호,"중앙문화재연구원, 2019",1점,
773,청주 오송(2지점),9호 토광묘,완,"중앙문화재연구원, 2019",1점,
774,청주 오송(2지점),9호 토광묘,개배,"중앙문화재연구원, 2019",1점,
775,청주 오송(2지점),9호 토광묘,철도자,"중앙문화재연구원, 2019",1점,
776,청주 오송(2지점),9호 토광묘,교구,"중앙문화재연구원, 2019",1점,
777,청주 오송(2지점),10호 토광묘,단경호,"중앙문화재연구원, 2019",1점,
778,청주 오송(2지점),10호 토광묘,평저호,"중앙문화재연구원, 2019",2점,
779,청주 오송(2지점),10호 토광묘,광구소호,"중앙문화재연구원, 2019",1점,
780,청주 오송(2지점),10호 토광묘,발형토기,"중앙문화재연구원, 2019",2점,
781,청주 오송(2지점),10호 토광묘,완,"중앙문화재연구원, 2019",2점,
782,청주 오송(2지점),10호 토광묘,철도자,"중앙문화재연구원, 2019",1점,
783,청주 오송(2지점),10호 토광묘,철겸,"중앙문화재연구원, 2019",1점,
784,청주 오송(2지점),10호 토광묘,철부,"중앙문화재연구원, 2019",1점,
785,청주 오송(2지점),10호 토광묘,살포,"중앙문화재연구원, 2019",1점,
786,청주 오송(2지점),10호 토광묘,철정,"중앙문화재연구원, 2019",8점,
787,청주 오송(2지점),10호 토광묘,마형대구,"중앙문화재연구원, 2019",2점,
788,청주 오송(2지점),10호 토광묘,구슬,"중앙문화재연구원, 2019",35점,
789,청주 오송(2지점),11호 토광묘,단경호,"중앙문화재연구원, 2019",1점,
790,청주 오송(2지점),11호 토광묘,발형토기,"중앙문화재연구원, 2019",1점,
791,청주 오송(2지점),12호 토광묘,단경호,"중앙문화재연구원, 2019",1점,
792,청주 오송(2지점),12호 토광묘,호,"중앙문화재연구원, 2019",1점,
793,청주 오송(2지점),12호 토광묘,발형토기,"중앙문화재연구원, 2019",1점,
794,청주 오송(2지점),13호 토광묘,단경호,"중앙문화재연구원, 2019",1점,
795,청주 오송(2지점),13호 토광묘,호,"중앙문화재연구원, 2019",1점,
796,청주 오송(2지점),14호 토광묘,호,"중앙문화재연구원, 2019",1점,
797,청주 오송(2지점),14호 토광묘,철정,"중앙문화재연구원, 2019",5점,
798,청주 오송(2지점),15호 토광묘,단경호,"중앙문화재연구원, 2019",5점,
799,청주 오송(2지점),15호 토광묘,흑색마연호,"중앙문화재연구원, 2019",1점,
800,청주 오송(2지점),15호 토광묘,발형토기,"중앙문화재연구원, 2019",1점,
801,청주 오송(2지점),15호 토광묘,파배,"중앙문화재연구원, 2019",1점,
802,청주 오송(2지점),15호 토광묘,철도자,"중앙문화재연구원, 2019",1점,
803,청주 오송(2지점),15호 토광묘,철겸,"중앙문화재연구원, 2019",1점,
804,청주 오송(2지점),15호 토광묘,삭도,"중앙문화재연구원, 2019",1점,
805,청주 오송(2지점),15호 토광묘,철정,"중앙문화재연구원, 2019",1점,
806,청주 오송(2지점),15호 토광묘,소찰,"중앙문화재연구원, 2019",15점,
807,청주 오송(2지점),15호 토광묘,교구,"중앙문화재연구원, 2019",1점,
808,청주 오송(2지점),15호 토광묘,꺾쇠,"중앙문화재연구원, 2019",2점,
809,청주 오송(2지점),15호 토광묘,관정,"중앙문화재연구원, 2019",13점,
810,청주 오송(2지점),16호 토광묘,단경호,"중앙문화재연구원, 2019",1점,
811,청주 오송(2지점),16호 토광묘,평저호,"중앙문화재연구원, 2019",1점,
812,청주 오송(2지점),16호 토광묘,철정,"중앙문화재연구원, 2019",4점,
813,청주 오송(2지점),17호 토광묘,단경호,"중앙문화재연구원, 2019",1점,
814,청주 오송(2지점),17호 토광묘,평저호,"중앙문화재연구원, 2019",1점,
815,청주 오송(2지점),17호 토광묘,철겸,"중앙문화재연구원, 2019",1점,
816,청주 오송(2지점),18호 토광묘,호,"중앙문화재연구원, 2019",1점,
817,청주 오송(2지점),18호 토광묘,발형토기,"중앙문화재연구원, 2019",1점,
818,청주 오송(2지점),18호 토광묘,철겸,"중앙문화재연구원, 2019",1점,
819,청주 오송(2지점),19호 토광묘,단경호,"중앙문화재연구원, 2019",2점,
820,청주 오송(2지점),19호 토광묘,발형토기,"중앙문화재연구원, 2019",1점,
821,청주 오송(2지점),19호 토광묘,옹,"중앙문화재연구원, 2019",1점,
822,청주 오송(2지점),19호 토광묘,철도자,"중앙문화재연구원, 2019",1점,
823,청주 오송(2지점),19호 토광묘,교구,"중앙문화재연구원, 2019",1점,
824,청주 오송(2지점),20호 토광묘,단경호,"중앙문화재연구원, 2019",2점,
825,청주 오송(2지점),20호 토광묘,발형토기,"중앙문화재연구원, 2019",1점,
826,청주 오송(2지점),20호 토광묘,철겸,"중앙문화재연구원, 2019",1점,
827,청주 오송(2지점),20호 토광묘,철모,"중앙문화재연구원, 2019",1점,
828,청주 오송(2지점),20호 토광묘,철부,"중앙문화재연구원, 2019",2점,
829,청주 오송(2지점),20호 토광묘,철착,"중앙문화재연구원, 2019",1점,
830,청주 오송(2지점),20호 토광묘,구슬,"중앙문화재연구원, 2019",1점,
831,청주 오송(2지점),21호 토광묘,호 저부,"중앙문화재연구원, 2019",1점,
832,청주 오송(2지점),21호 토광묘,평저호,"중앙문화재연구원, 2019",1점,
833,청주 오송(2지점),22호 토광묘,단경호,"중앙문화재연구원, 2019",1점,
834,청주 오송(2지점),22호 토광묘,철도,"중앙문화재연구원, 2019",2점,
835,청주 오송(2지점),22호 토광묘,철부,"중앙문화재연구원, 2019",1점,
836,청주 오송(2지점),22호 토광묘,철착,"중앙문화재연구원, 2019",1점,
837,청주 오송(2지점),22호 토광묘,살포,"중앙문화재연구원, 2019",1점,
838,청주 오송(2지점),22호 토광묘,철촉,"중앙문화재연구원, 2019",1점,
839,청주 오송(2지점),22호 토광묘,재갈,"중앙문화재연구원, 2019",1점,
840,청주 오송(2지점),22호 토광묘,소찰,"중앙문화재연구원, 2019",94점,
841,청주 오송(2지점),22호 토광묘,안교장식,"중앙문화재연구원, 2019",1점,
842,청주 오송(2지점),22호 토광묘,등자,"중앙문화재연구원, 2019",1점,
843,청주 오송(2지점),22호 토광묘,철환,"중앙문화재연구원, 2019",1점,
844,청주 오송(2지점),22호 토광묘,교구,"중앙문화재연구원, 2019",2점,
845,청주 오송(2지점),22호 토광묘,꺾쇠,"중앙문화재연구원, 2019",26점,
846,청주 오송(2지점),22호 토광묘,관정,"중앙문화재연구원, 2019",2점,
847,청주 오송(2지점),23호 토광묘,단경호,"중앙문화재연구원, 2019",2점,
848,청주 오송(2지점),23호 토광묘,파배,"중앙문화재연구원, 2019",1점,
849,청주 오송(2지점),23호 토광묘,철도자,"중앙문화재연구원, 2019",1점,
850,청주 오송(2지점),23호 토광묘,철환,"중앙문화재연구원, 2019",1점,
851,청주 오송(2지점),23호 토광묘,구슬,"중앙문화재연구원, 2019",152점,
852,청주 오송(2지점),24호 토광묘,평저호,"중앙문화재연구원, 2019",1점,
853,청주 오송(2지점),24호 토광묘,마형대구,"중앙문화재연구원, 2019",1점,
854,청주 오송(2지점),24호 토광묘,구슬,"중앙문화재연구원, 2019",312점,
855,청주 오송(2지점),25호 토광묘,단경호,"중앙문화재연구원, 2019",1점,
856,청주 오송(2지점),25호 토광묘,호,"중앙문화재연구원, 2019",1점,
857,청주 오송(2지점),25호 토광묘,발형토기,"중앙문화재연구원, 2019",1점,
858,청주 오송(2지점),26호 토광묘,단경호,"중앙문화재연구원, 2019",1점,
859,청주 오송(2지점),26호 토광묘,발형토기,"중앙문화재연구원, 2019",1점,
860,청주 오송(2지점),26호 토광묘,마형대구,"중앙문화재연구원, 2019",1점,
861,청주 오송(2지점),27호 토광묘,단경호,"중앙문화재연구원, 2019",1점,
862,청주 오송(2지점),27호 토광묘,호,"중앙문화재연구원, 2019",1점,
863,청주 오송(2지점),27호 토광묘,발형토기,"중앙문화재연구원, 2019",1점,
864,청주 오송(2지점),28호 토광묘,단경호,"중앙문화재연구원, 2019",1점,
865,청주 오송(2지점),28호 토광묘,호,"중앙문화재연구원, 2019",1점,
866,청주 오송(2지점),28호 토광묘,발형토기,"중앙문화재연구원, 2019",1점,
867,청주 오송(2지점),28호 토광묘,완,"중앙문화재연구원, 2019",1점,
868,청주 오송(2지점),28호 토광묘,철겸,"중앙문화재연구원, 2019",1점,
869,대전 대정동,3-1지구 KM-001호 토광묘,호형토기편,"고려대학교 매장문화재연구소 14, 2002",1점,
870,대전 대정동,3-1지구 KM-001호 토광묘,원저양이부호,"고려대학교 매장문화재연구소 14, 2002",1점,
871,대전 대정동,3-1지구 KM-001호 토광묘,철모,"고려대학교 매장문화재연구소 14, 2002",1점,
872,대전 대정동,3-1지구 KM-001호 토광묘,철겸,"고려대학교 매장문화재연구소 14, 2002",1점,
873,청주 신봉동 고분군,A-1호분,삼족토기,"충북대학교박물관 87, 2002",1점,
874,청주 신봉동 고분군,A-1호분,고배,"충북대학교박물관 87, 2002",1점,
875,청주 신봉동 고분군,A-1호분,개배(뚜껑),"충북대학교박물관 87, 2002","1점, 외저부 「x」자 음각",
876,청주 신봉동 고분군,A-1호분,호,"충북대학교박물관 87, 2002",1점,
877,청주 신봉동 고분군,A-1호분,철겸,"충북대학교박물관 87, 2002",1점,
878,청주 신봉동 고분군,A-1호분,철도자,"충북대학교박물관 87, 2002",1점,
879,청주 신봉동 고분군,A-1호분,철착,"충북대학교박물관 87, 2002",1점,
880,청주 신봉동 고분군,A-2호분,평저단경소호,"충북대학교박물관 87, 2002",1점,
881,청주 신봉동 고분군,A-2호분,심발형토기편,"충북대학교박물관 87, 2002",1점,
882,청주 신봉동 고분군,A-2호분,적갈색 연질 토기편,"충북대학교박물관 87, 2002",1점,
883,청주 신봉동 고분군,A-3호분,평저유견호,"충북대학교박물관 87, 2002",,
884,청주 신봉동 고분군,A-3호분,발형토기편,"충북대학교박물관 87, 2002",,
885,청주 신봉동 고분군,A-3호분,적갈색연질토기편,"충북대학교박물관 87, 2002",2점,
886,청주 신봉동 고분군,A-4호분,평저소호,"충북대학교박물관 87, 2002",1점,
887,청주 신봉동 고분군,A-4호분,황갈색조족문원저단경호편,"충북대학교박물관 87, 2002",,
888,청주 신봉동 고분군,A-6호분,회흑색원저호편,"충북대학교박물관 87, 2002",,
889,청주 신봉동 고분군,A-6호분,심발형토기편,"충북대학교박물관 87, 2002",,
890,청주 신봉동 고분군,A-6호분,적갈색 원저단경호편,"충북대학교박물관 87, 2002",,
891,청주 신봉동 고분군,A-7호분,파배편,"충북대학교박물관 87, 2002",1점,
892,청주 신봉동 고분군,A-7호분,원저단경호편,"충북대학교박물관 87, 2002",1점,
893,청주 신봉동 고분군,A-8호분,말각평저소호,"충북대학교박물관 87, 2002",,
894,청주 신봉동 고분군,A-9호분,평저소호,"충북대학교박물관 87, 2002",,
895,청주 신봉동 고분군,A-9호분,평저병,"충북대학교박물관 87, 2002",,
896,청주 신봉동 고분군,A-10호분,도자편,"충북대학교박물관 87, 2002",,
897,청주 신봉동 고분군,A-11호분,말각평저소호,"충북대학교박물관 87, 2002",,
898,청주 신봉동 고분군,A-11호분,대도,"충북대학교박물관 87, 2002",,
899,청주 신봉동 고분군,A-11호분,낫,"충북대학교박물관 87, 2002",,
900,청주 신봉동 고분군,A-11호분,도자,"충북대학교박물관 87, 2002",,
901,청주 신봉동 고분군,A-11호분,미상철기,"충북대학교박물관 87, 2002",,
902,청주 신봉동 고분군,A-11호분,유견호편,"충북대학교박물관 87, 2002",,
903,청주 신봉동 고분군,A-11호분,원저단경호편,"충북대학교박물관 87, 2002",,
904,청주 신봉동 고분군,A-12호분,원저단경호편,"충북대학교박물관 87, 2002",,
905,청주 신봉동 고분군,A-13호분,낫,"충북대학교박물관 87, 2002",,
906,청주 신봉동 고분군,A-13호분,도끼,"충북대학교박물관 87, 2002",,
907,청주 신봉동 고분군,A-13호분,철편,"충북대학교박물관 87, 2002","2점(소도자, 철편)",
908,청주 신봉동 고분군,A-14호분,원저단경호,"충북대학교박물관 87, 2002",,
909,청주 신봉동 고분군,A-15호분,광구호,"충북대학교박물관 87, 2002",,
910,청주 신봉동 고분군,A-15호분,대형파배,"충북대학교박물관 87, 2002",,
911,청주 신봉동 고분군,A-15호분,심발형토기,"충북대학교박물관 87, 2002",,
