번호,유적명,유구명,유물명,출전,비고,
1,천안 청당동,나지구 13호묘,환두대도,"국립중앙박물관 25, 1993",,
2,천안 청당동,나지구 13호묘,철촉,"국립중앙박물관 25, 1993",,
3,천안 청당동,나지구 13호묘,따비날,"국립중앙박물관 25, 1993",,
4,천안 청당동,나지구 13호묘,원저단경호,"국립중앙박물관 25, 1993",,
5,천안 청당동,나지구 13호묘,원저단경호,"국립중앙박물관 25, 1993",,
6,천안 청당동,나지구 13호묘,원저단경호,"국립중앙박물관 25, 1993",,
7,천안 청당동,나지구 13호묘,흑색마연토기,"국립중앙박물관 25, 1993",,
8,천안 청당동,나지구 14호묘,마노,"국립중앙박물관 25, 1993",,
9,천안 청당동,나지구 14호묘,유리제 구슬,"국립중앙박물관 25, 1993",,
10,천안 청당동,나지구 14호묘,원저단경호,"국립중앙박물관 25, 1993",,
11,천안 청당동,나지구 14호묘,환두대도,"국립중앙박물관 25, 1993",,
12,천안 청당동,나지구 14호묘,환두도자,"국립중앙박물관 25, 1993",,
13,천안 청당동,나지구 14호묘,소도자,"국립중앙박물관 25, 1993",,
14,천안 청당동,나지구 14호묘,철모,"국립중앙박물관 25, 1993",,
15,천안 청당동,나지구 14호묘,철촉,"국립중앙박물관 25, 1993",,
16,천안 청당동,나지구 14호묘,철촉,"국립중앙박물관 25, 1993",,
17,천안 청당동,나지구 14호묘,철촉,"국립중앙박물관 25, 1993",,
18,천안 청당동,나지구 14호묘,철촉,"국립중앙박물관 25, 1993",,
19,천안 청당동,나지구 14호묘,철촉,"국립중앙박물관 25, 1993",,
20,천안 청당동,나지구 14호묘,철촉,"국립중앙박물관 25, 1993",,
21,천안 청당동,나지구 14호묘,철촉,"국립중앙박물관 25, 1993",,
22,천안 청당동,나지구 14호묘,철촉,"국립중앙박물관 25, 1993",,
23,천안 청당동,나지구 14호묘,철촉,"국립중앙박물관 25, 1993",,
24,천안 청당동,나지구 14호묘,철촉,"국립중앙박물관 25, 1993",,
25,천안 청당동,나지구 14호묘,철촉,"국립중앙박물관 25, 1993",,
26,천안 청당동,나지구 14호묘,철촉,"국립중앙박물관 25, 1993",,
27,천안 청당동,나지구 14호묘,철촉,"국립중앙박물관 25, 1993",,
28,천안 청당동,나지구 14호묘,철촉,"국립중앙박물관 25, 1993",,
29,천안 청당동,나지구 14호묘,철부,"국립중앙박물관 25, 1993",,
30,천안 청당동,나지구 15호묘,도자,"국립중앙박물관 25, 1993",,
31,천안 청당동,나지구 15호묘,철촉,"국립중앙박물관 25, 1993",,
32,천안 청당동,나지구 15호묘,원저단경호,"국립중앙박물관 25, 1993",,
33,천안 청당동,나지구 15호묘,원저단경호,"국립중앙박물관 25, 1993",,
34,천안 청당동,나지구 15호묘,원저단경호,"국립중앙박물관 25, 1993",,
35,천안 청당동,나지구 15호묘,심발형토기,"국립중앙박물관 25, 1993",,
36,천안 청당동,라지구 1호 석곽묘,도자,"국립중앙박물관 25, 1993",,
37,천안 청당동,라지구 1호 석곽묘,관정,"국립중앙박물관 25, 1993",,
38,천안 청당동,라지구 1호 석곽묘,관정,"국립중앙박물관 25, 1993",,
39,천안 청당동,라지구 1호 석곽묘,관정,"국립중앙박물관 25, 1993",,
40,천안 청당동,라지구 1호 석곽묘,관정,"국립중앙박물관 25, 1993",,
41,천안 청당동,라지구 1호 석곽묘,관정,"국립중앙박물관 25, 1993",,
42,천안 청당동,라지구 1호 석곽묘,관정,"국립중앙박물관 25, 1993",,
43,천안 청당동,라지구 16호묘,청동마형대구,"국립중앙박물관 25, 1993",,
44,천안 청당동,라지구 16호묘,철부,"국립중앙박물관 25, 1993",,
45,천안 청당동,라지구 16호묘,원저단경호,"국립중앙박물관 25, 1993",,
46,천안 청당동,라지구 16호묘,원저단경호,"국립중앙박물관 25, 1993",,
47,천안 청당동,라지구 16호묘,원저단경호,"국립중앙박물관 25, 1993",,
48,천안 청당동,라지구 16호묘,원저단경호,"국립중앙박물관 25, 1993",,
49,천안 청당동,라지구 16호묘,원저단경호,"국립중앙박물관 25, 1993",,
50,천안 청당동,라지구 16호묘,원저단경호,"국립중앙박물관 25, 1993",,
51,천안 청당동,라지구 16호묘,원저단경호,"국립중앙박물관 25, 1993",,
52,천안 청당동,라지구 16호묘,원저단경호,"국립중앙박물관 25, 1993",,
53,천안 청당동,라지구 16호묘,심발형토기,"국립중앙박물관 25, 1993",,
54,천안 청당동,라지구 17호묘,원저단경호,"국립중앙박물관 25, 1993",,
55,천안 청당동,라지구 17호묘,심발형토기,"국립중앙박물관 25, 1993",,
56,천안 청당동,라지구 18호묘,환두대도,"국립중앙박물관 25, 1993",,
57,천안 청당동,라지구 18호묘,원저직구호,"국립중앙박물관 25, 1993",,
58,천안 청당동,라지구 18호묘,원저단경호,"국립중앙박물관 25, 1993",,
59,천안 청당동,라지구 18호묘,원저단경호,"국립중앙박물관 25, 1993",,
60,천안 청당동,라지구 18호묘,원저단경호,"국립중앙박물관 25, 1993",,
61,천안 청당동,라지구 18호묘,심발형토기,"국립중앙박물관 25, 1993",,
62,천안 청당동,라지구 18호묘,철모,"국립중앙박물관 25, 1993",,
63,천안 청당동,라지구 18호묘,철촉,"국립중앙박물관 25, 1993",,
64,천안 청당동,라지구 18호묘,철촉,"국립중앙박물관 25, 1993",,
65,천안 청당동,라지구 18호묘,철촉,"국립중앙박물관 25, 1993",,
66,천안 청당동,라지구 18호묘,철촉,"국립중앙박물관 25, 1993",,
67,천안 청당동,라지구 18호묘,철촉,"국립중앙박물관 25, 1993",,
68,천안 청당동,라지구 18호묘,철촉,"국립중앙박물관 25, 1993",,
69,천안 청당동,라지구 18호묘,철부,"국립중앙박물관 25, 1993",,
70,천안 청당동,라지구 19호묘,마노제옥,"국립중앙박물관 25, 1993",,
71,천안 청당동,라지구 19호묘,원저단경호,"국립중앙박물관 25, 1993",,
72,천안 청당동,라지구 19호묘,원저단경호,"국립중앙박물관 25, 1993",,
73,천안 청당동,라지구 19호묘,심발형토기,"국립중앙박물관 25, 1993",,
74,천안 청당동,라지구 19호묘,도자,"국립중앙박물관 25, 1993",,
75,천안 청당동,라지구 19호묘,철부,"국립중앙박물관 25, 1993",,
76,천안 청당동,라지구 20호묘,마노제 구슬,"국립중앙박물관 25, 1993",,
77,천안 청당동,라지구 20호묘,유리제 구슬,"국립중앙박물관 25, 1993",,
78,천안 청당동,라지구 20호묘,청동곡봉형대구,"국립중앙박물관 25, 1993",,
79,천안 청당동,라지구 20호묘,소도자,"국립중앙박물관 25, 1993",,
80,천안 청당동,라지구 20호묘,(철기),"국립중앙박물관 25, 1993",,
81,천안 청당동,라지구 20호묘,원저단경호,"국립중앙박물관 25, 1993",,
82,천안 청당동,라지구 20호묘,원저단경호,"국립중앙박물관 25, 1993",,
83,천안 청당동,라지구 20호묘,심발형토기,"국립중앙박물관 25, 1993",,
84,천안 청당동,라지구 20호묘,철겸,"국립중앙박물관 25, 1993",,
85,천안 청당동,라지구 20호묘,철부,"국립중앙박물관 25, 1993",,
86,천안 청당동,라지구 20호묘,(철기),"국립중앙박물관 25, 1993","103페이지, 동함?",
87,천안 청당동,라지구 20호묘,원저단경호,"국립중앙박물관 25, 1993",,
88,천안 청당동,라지구 20호묘,원저단경호,"국립중앙박물관 25, 1993",,
89,천안 청당동,라지구 21호묘,원저단경호,"국립중앙박물관 25, 1993",,
90,천안 청당동,라지구 21호묘,원저단경호,"국립중앙박물관 25, 1993",,
91,천안 청당동,라지구 21호묘,원저단경호,"국립중앙박물관 25, 1993",,
92,천안 청당동,라지구 21호묘,원저단경호,"국립중앙박물관 25, 1993",,
93,천안 청당동,라지구 21호묘,원저단경호,"국립중앙박물관 25, 1993",,
94,천안 청당동,라지구 21호묘,원저단경호,"국립중앙박물관 25, 1993",,
95,천안 청당동,라지구 21호묘,원저단경호,"국립중앙박물관 25, 1993",,
96,천안 청당동,라지구 21호묘,원저단경호,"국립중앙박물관 25, 1993",,
97,천안 청당동,라지구 21호묘,심발형토기,"국립중앙박물관 25, 1993",,
98,천안 청당동,라지구 21호묘,철겸,"국립중앙박물관 25, 1993",,
99,천안 청당동,라지구 21호묘,철부,"국립중앙박물관 25, 1993",,
100,천안 청당동,라지구 21호묘,(철기),"국립중앙박물관 25, 1993","117페이지, 동함?",
101,천안 청당동,라지구 22호묘,마노제 구슬,"국립중앙박물관 25, 1993",,
102,천안 청당동,라지구 22호묘,환두대도,"국립중앙박물관 25, 1993",,
103,천안 청당동,라지구 22호묘,소도자,"국립중앙박물관 25, 1993",,
104,천안 청당동,라지구 22호묘,도자,"국립중앙박물관 25, 1993",,
105,천안 청당동,라지구 22호묘,심발형토기,"국립중앙박물관 25, 1993",,
106,천안 청당동,라지구 22호묘,철모,"국립중앙박물관 25, 1993",,
107,천안 청당동,라지구 22호묘,(철기),"국립중앙박물관 25, 1993","133페이지, 동함?",
108,천안 청당동,라지구 22호묘,철겸,"국립중앙박물관 25, 1993",,
109,천안 청당동,라지구 22호묘,철부,"국립중앙박물관 25, 1993",,
110,천안 청당동,라지구 22호묘,철부,"국립중앙박물관 25, 1993",,
111,천안 청당동,라지구 22호묘,철모,"국립중앙박물관 25, 1993",,
112,천안 청당동,라지구 22호묘,철모,"국립중앙박물관 25, 1993",,
113,천안 청당동,라지구 22호묘,철모,"국립중앙박물관 25, 1993",,
114,천안 청당동,라지구 22호묘,철모,"국립중앙박물관 25, 1993",,
115,천안 청당동,라지구 22호묘,철모,"국립중앙박물관 25, 1993",,
116,천안 청당동,라지구 22호묘,철모,"국립중앙박물관 25, 1993",,
117,천안 청당동,라지구 22호묘,철촉,"국립중앙박물관 25, 1993",,
118,천안 청당동,라지구 22호묘,철촉,"국립중앙박물관 25, 1993",,
119,천안 청당동,라지구 22호묘,철촉,"국립중앙박물관 25, 1993",,
120,천안 청당동,라지구 22호묘,철촉,"국립중앙박물관 25, 1993",,
121,천안 청당동,라지구 22호묘,철촉,"국립중앙박물관 25, 1993",,
122,천안 청당동,라지구 22호묘,철촉,"국립중앙박물관 25, 1993",,
123,천안 청당동,라지구 22호묘,철촉,"국립중앙박물관 25, 1993",,
124,천안 청당동,라지구 22호묘,철촉,"국립중앙박물관 25, 1993",,
125,천안 청당동,라지구 22호묘,철촉,"국립중앙박물관 25, 1993",,
126,천안 청당동,라지구 22호묘,철착,"국립중앙박물관 25, 1993",,
127,천안 청당동,라지구 22호묘,(철기),"국립중앙박물관 25, 1993","133페이지, 동함?",
128,천안 청당동,라지구 22호묘,원통형철기,"국립중앙박물관 25, 1993",,
129,천안 청당동,라지구 22호묘,철촉,"국립중앙박물관 25, 1993",,
130,천안 청당동,라지구 22호묘,원저단경호,"국립중앙박물관 25, 1993",,
131,천안 청당동,라지구 22호묘,원저단경호,"국립중앙박물관 25, 1993",,
132,천안 청당동,라지구 22호묘,원저단경호,"국립중앙박물관 25, 1993",,
133,천안 청당동,라지구 22호묘,원저단경호,"국립중앙박물관 25, 1993",,
134,천안 청당동,라지구 22호묘,원저단경호,"국립중앙박물관 25, 1993",,
135,천안 청당동,라지구 22호묘,원저단경호,"국립중앙박물관 25, 1993",,
136,천안 청당동,라지구 22호묘,유공원통형토기,"국립중앙박물관 25, 1993",,
137,천안 청당동,라지구 22호묘,(철기),"국립중앙박물관 25, 1993","133페이지, 동함?",
138,천안 청당동,라지구 22호묘,주흑칠용기,"국립중앙박물관 25, 1993",소실,
139,천안 청당동,I단계 24호묘,원저단경호,"국립중앙박물관 27, 1995",,
140,천안 청당동,I단계 24호묘,원저단경호,"국립중앙박물관 27, 1995",,
141,천안 청당동,I단계 24호묘,심발형토기,"국립중앙박물관 27, 1995",,
142,청주 용암,I-1호 석곽묘,완,"한국문화재보호재단 74, 2000",,
143,청주 용암,I-1호 석곽묘,고배,"한국문화재보호재단 74, 2000",,
144,청주 용암,I-3호 석곽묘,관정,"한국문화재보호재단 74, 2000",,
145,청주 용암,I-3호 석곽묘,관정,"한국문화재보호재단 74, 2000",,
146,청주 용암,I-3호 석곽묘,관정,"한국문화재보호재단 74, 2000",,
147,청주 용암,I-4호 석곽묘,꺾쇠,"한국문화재보호재단 74, 2000",,
148,청주 용암,I-6호 석곽묘,고배,"한국문화재보호재단 74, 2000",,
149,청주 용암,I-6호 석곽묘,개,"한국문화재보호재단 74, 2000",,
150,청주 용암,I-6호 석곽묘,개,"한국문화재보호재단 74, 2000",,
151,청주 용암,I-7호 석곽묘,유개대부완,"한국문화재보호재단 74, 2000",,
152,청주 용암,I-7호 석곽묘,고배,"한국문화재보호재단 74, 2000",,
153,청주 용암,I-7호 석곽묘,고배,"한국문화재보호재단 74, 2000",,
154,청주 용암,I-7호 석곽묘,고배,"한국문화재보호재단 74, 2000",,
155,청주 용암,I-7호 석곽묘,개,"한국문화재보호재단 74, 2000",,
156,청주 용암,I-7호 석곽묘,개,"한국문화재보호재단 74, 2000",,
157,청주 용암,II-2호 석곽묘,대부완,"한국문화재보호재단 74, 2000",,
158,청주 용암,II-2호 석곽묘,개,"한국문화재보호재단 74, 2000",,
159,청주 용암,II-2호 석곽묘,개,"한국문화재보호재단 74, 2000",,
160,청주 용암,II-2호 석곽묘,개,"한국문화재보호재단 74, 2000",,
161,청주 용암,II-2호 석곽묘,호,"한국문화재보호재단 74, 2000",,
162,청주 용암,II-2호 석곽묘,과판,"한국문화재보호재단 74, 2000",,
163,청주 용암,II-4호 석곽묘,대부완,"한국문화재보호재단 74, 2000",,
164,청주 용암,II-4호 석곽묘,개,"한국문화재보호재단 74, 2000",,
165,청주 용암,II-7호 석곽묘,청동국자,"한국문화재보호재단 74, 2000",,
166,청주 용암,II-7호 석곽묘,관정,"한국문화재보호재단 74, 2000",,
167,청주 용암,II-7호 석곽묘,관정,"한국문화재보호재단 74, 2000",,
168,청주 용암,II-7호 석곽묘,관정,"한국문화재보호재단 74, 2000",,
169,청주 용암,II-7호 석곽묘,관정,"한국문화재보호재단 74, 2000",,
170,청주 신봉동,석실 1호분,쇠고리,"충북대학교박물관 7, 1983",,
171,청주 신봉동,석실 1호분,철부,"충북대학교박물관 7, 1983",,
172,청주 신봉동,석실 1호분,철도자,"충북대학교박물관 7, 1983",,
173,청주 신봉동,석실 1호분,철촉,"충북대학교박물관 7, 1983",,
174,청주 신봉동,석실 1호분,철촉,"충북대학교박물관 7, 1983",,
175,청주 신봉동,석실 1호분,철촉,"충북대학교박물관 7, 1983",,
176,청주 신봉동,석실 1호분,철촉,"충북대학교박물관 7, 1983",,
177,청주 신봉동,석실 1호분,철촉,"충북대학교박물관 7, 1983",,
178,청주 신봉동,석실 1호분,철촉,"충북대학교박물관 7, 1983",,
179,청주 신봉동,석실 1호분,철촉,"충북대학교박물관 7, 1983",,
180,청주 신봉동,석실 1호분,철촉,"충북대학교박물관 7, 1983",,
181,청주 신봉동,석실 1호분,철촉,"충북대학교박물관 7, 1983",,
182,청주 신봉동,석실 1호분,철촉,"충북대학교박물관 7, 1983",,
183,청주 신봉동,석실 1호분,철촉,"충북대학교박물관 7, 1983",,
184,청주 신봉동,석실 1호분,철촉,"충북대학교박물관 7, 1983",,
185,청주 신봉동,석실 1호분,금동환,"충북대학교박물관 7, 1983",,
186,청주 신봉동,석실 1호분,띠장식쇠,"충북대학교박물관 7, 1983",,
187,청주 신봉동,석실 1호분,띠장식쇠,"충북대학교박물관 7, 1983",,
188,청주 신봉동,석실 1호분,띠장식쇠,"충북대학교박물관 7, 1983",,
189,청주 신봉동,석실 1호분,부착용대장식,"충북대학교박물관 7, 1983",,
190,청주 신봉동,석실 1호분,부착용대장식,"충북대학교박물관 7, 1983",,
191,청주 신봉동,석실 1호분,철정,"충북대학교박물관 7, 1983",,
192,청주 신봉동,석실 1호분,철정,"충북대학교박물관 7, 1983",,
193,청주 신봉동,석실 1호분,철정,"충북대학교박물관 7, 1983",,
194,청주 신봉동,석실 1호분,철정,"충북대학교박물관 7, 1983",,
195,청주 신봉동,석실 1호분,철정,"충북대학교박물관 7, 1983",,
196,청주 신봉동,석실 1호분,철정,"충북대학교박물관 7, 1983",,
197,청주 신봉동,석실 1호분,철정,"충북대학교박물관 7, 1983",,
198,청주 신봉동,석실 1호분,철정,"충북대학교박물관 7, 1983",,
199,청주 신봉동,석실 1호분,철정,"충북대학교박물관 7, 1983",,
200,청주 신봉동,석실 1호분,원저단경호,"충북대학교박물관 7, 1983",,
201,청주 신봉동,석실 1호분,원저단경호편,"충북대학교박물관 7, 1983",몇 점인지?,
202,청주 신봉동,토광묘 2호,원저단경호,"충북대학교박물관 7, 1983",,
203,청주 신봉동,토광묘 2호,완,"충북대학교박물관 7, 1983",호형,
204,청주 신봉동,토광묘 2호,철부,"충북대학교박물관 7, 1983",,
205,청주 신봉동,토광묘 2호,철부,"충북대학교박물관 7, 1983",,
206,청주 신봉동,토광묘 3호,난형단경호,"충북대학교박물관 7, 1983",,
207,청주 신봉동,토광묘 3호,원저직구호,"충북대학교박물관 7, 1983",,
208,청주 신봉동,토광묘 3호,원저단경광구호,"충북대학교박물관 7, 1983",,
209,청주 신봉동,토광묘 3호,파수부배,"충북대학교박물관 7, 1983",,
210,청주 신봉동,토광묘 3호,말재갈,"충북대학교박물관 7, 1983",,
211,청주 신봉동,토광묘 3호,등자자,"충북대학교박물관 7, 1983",,
212,청주 신봉동,토광묘 3호,교구편,"충북대학교박물관 7, 1983",,
213,청주 신봉동,토광묘 4호,평저소호,"충북대학교박물관 7, 1983",,
214,청주 신봉동,토광묘 4호,원저광구호,"충북대학교박물관 7, 1983",,
215,청주 신봉동,토광묘 4호,원저장경광구호,"충북대학교박물관 7, 1983",,
216,청주 신봉동,토광묘 4호,원저단경호,"충북대학교박물관 7, 1983",,
217,청주 신봉동,토광묘 4호,등자,"충북대학교박물관 7, 1983",,
218,청주 신봉동,토광묘 4호,교구,"충북대학교박물관 7, 1983",1점,
219,청주 신봉동,토광묘 4호,철도자,"충북대학교박물관 7, 1983",1점,
220,청주 신봉동,토광묘 4호,철정,"충북대학교박물관 7, 1983",1점,
221,청주 신봉동,토광묘 4호,철촉,"충북대학교박물관 7, 1983",3점,
222,청주 신봉동,토광묘 4호,철모,"충북대학교박물관 7, 1983",2점,
223,청주 신봉동,토광묘 4호,철겸,"충북대학교박물관 7, 1983",1점,
224,청주 신봉동,토광묘 4호,철부,"충북대학교박물관 7, 1983",2점,
225,청주 신봉동,토광묘 5호,원저단경호,"충북대학교박물관 7, 1983",2점,
226,청주 신봉동,토광묘 5호,말재갈,"충북대학교박물관 7, 1983",1점,
227,청주 신봉동,토광묘 5호,교구,"충북대학교박물관 7, 1983",2점,
228,청주 신봉동,토광묘 5호,띠장식,"충북대학교박물관 7, 1983",1점,
229,청주 신봉동,토광묘 5호,철겸,"충북대학교박물관 7, 1983",2점,
230,청주 신봉동,토광묘 5호,철착,"충북대학교박물관 7, 1983",3점,
231,청주 신봉동,토광묘 5호,철환,"충북대학교박물관 7, 1983",1점,
232,청주 신봉동,토광묘 6호,원저단경호,"충북대학교박물관 7, 1983",1점,
233,청주 신봉동,토광묘 6호,원저단경광구호,"충북대학교박물관 7, 1983",1점,
234,청주 신봉동,토광묘 6호,말재갈,"충북대학교박물관 7, 1983",1점,
235,청주 신봉동,토광묘 6호,교구편,"충북대학교박물관 7, 1983",2점,
236,청주 신봉동,토광묘 6호,등자자,"충북대학교박물관 7, 1983",,
237,청주 신봉동,토광묘 6호,철겸,"충북대학교박물관 7, 1983",1점,
238,청주 신봉동,토광묘 6호,철촉,"충북대학교박물관 7, 1983",6점,
239,청주 신봉동,토광묘 6호,철부,"충북대학교박물관 7, 1983",1점,
240,청주 신봉동,토광묘 7호,원저단경호,"충북대학교박물관 7, 1983",1점,
241,청주 신봉동,토광묘 7호,토기편,"충북대학교박물관 7, 1983",,
242,청주 신봉동,토광묘 7호,말재갈 편,"충북대학교박물관 7, 1983",,
243,청주 신봉동,토광묘 7호,등자 편,"충북대학교박물관 7, 1983",,
244,청주 신봉동,토광묘 7호,교구,"충북대학교박물관 7, 1983",2점,
245,청주 신봉동,토광묘 7호,철촉,"충북대학교박물관 7, 1983",1점,
246,청주 신봉동,토광묘 8호,말재갈,"충북대학교박물관 7, 1983",1점,
247,청주 신봉동,토광묘 8호,등자 철판편,"충북대학교박물관 7, 1983",3점,
248,청주 신봉동,토광묘 8호,교구,"충북대학교박물관 7, 1983",1점,
249,청주 신봉동,토광묘 8호,철겸편,"충북대학교박물관 7, 1983",,
250,청주 신봉동,토광묘 9호,평저연질단경소호,"충북대학교박물관 7, 1983",,
251,청주 신봉동,토광묘 9호,평저화분형토기,"충북대학교박물관 7, 1983",,
252,청주 신봉동,토광묘 9호,평저단경소호,"충북대학교박물관 7, 1983",,
253,청주 신봉동,토광묘 9호,금동환,"충북대학교박물관 7, 1983",,
254,청주 신봉동,토광묘 9호,어금니,"충북대학교박물관 7, 1983",1개,
255,청주 신봉동,토광묘 10호,원저단경광구호,"충북대학교박물관 7, 1983",1점,
256,청주 신봉동,토광묘 10호,원저단경광구소호,"충북대학교박물관 7, 1983",1점,
257,청주 신봉동,토광묘 10호,파수부배,"충북대학교박물관 7, 1983",1점,
258,청주 신봉동,토광묘 10호,합형소배(盒形小杯),"충북대학교박물관 7, 1983",1점,
259,청주 신봉동,토광묘 10호,원저단경호,"충북대학교박물관 7, 1983",1점,
260,청주 신봉동,토광묘 10호,등자 편,"충북대학교박물관 7, 1983",,
261,청주 신봉동,토광묘 10호,철촉편,"충북대학교박물관 7, 1983",,
262,청주 신봉동,토광묘 10호,교구편,"충북대학교박물관 7, 1983",2점,
263,청주 신봉동,토광묘 10호,띠장식,"충북대학교박물관 7, 1983",2점,
264,청주 신봉동,토광묘 10호,철겸,"충북대학교박물관 7, 1983",3점,
265,청주 신봉동,토광묘 10호,철환,"충북대학교박물관 7, 1983",1점,
266,청주 신봉동,토광묘 10호,교구,"충북대학교박물관 7, 1983",3점,
267,청주 신봉동,토광묘 10호,철모,"충북대학교박물관 7, 1983",2점,
268,청주 신봉동,토광묘 10호,철부,"충북대학교박물관 7, 1983",2점,
269,청주 신봉동,토광묘 10호,철착,"충북대학교박물관 7, 1983",2점,
270,청주 신봉동,토광묘 10호,철촉,"충북대학교박물관 7, 1983",2점,
271,청주 신봉동,토광묘 11호,토기편,"충북대학교박물관 7, 1983",,
272,청주 신봉동,토광묘 11호,철부,"충북대학교박물관 7, 1983",,
273,청주 신봉동,토광묘 12호,원저단경광구호,"충북대학교박물관 7, 1983",,
274,청주 신봉동,토광묘 12호,철부,"충북대학교박물관 7, 1983",,
275,청주 신봉동,토광묘 13호,평저소호,"충북대학교박물관 7, 1983",,
276,청주 신봉동,토광묘 13호,원저단경광구소호,"충북대학교박물관 7, 1983",,
277,청주 신봉동,토광묘 14호,평저화분형토기,"충북대학교박물관 7, 1983",,
278,청주 신봉동,토광묘 14호,원저단경호,"충북대학교박물관 7, 1983",,
279,청주 신봉동,토광묘 14호,원저단경호,"충북대학교박물관 7, 1983",,
280,청주 신봉동,토광묘 14호,평저양이부배,"충북대학교박물관 7, 1983",,
281,청주 신봉동,토광묘 14호,등자,"충북대학교박물관 7, 1983",2점,
282,청주 신봉동,토광묘 14호,등자 편,"충북대학교박물관 7, 1983",,
283,청주 신봉동,토광묘 14호,말재갈,"충북대학교박물관 7, 1983",1점,
284,청주 신봉동,토광묘 14호,교구,"충북대학교박물관 7, 1983",3점,
285,청주 신봉동,토광묘 14호,교구편,"충북대학교박물관 7, 1983",,
286,청주 신봉동,토광묘 14호,환두대도,"충북대학교박물관 7, 1983",1점,
287,청주 신봉동,토광묘 14호,철모,"충북대학교박물관 7, 1983",1점,
288,청주 신봉동,토광묘 14호,철모편,"충북대학교박물관 7, 1983",,
289,청주 신봉동,토광묘 14호,철부,"충북대학교박물관 7, 1983",1점,
290,청주 신봉동,토광묘 14호,철촉편,"충북대학교박물관 7, 1983",,
291,청주 신봉동,토광묘 14호,띠장식쇠,"충북대학교박물관 7, 1983",4점,
292,청주 신봉동,토광묘 14호,안장의 복륜잔편,"충북대학교박물관 7, 1983",,
293,진천 송두리 ,원삼국시대 1호무덤,양이부원저동옹,"충북대학교박물관 29, 1991",,
294,진천 송두리 ,원삼국시대 1호무덤,양이부원저단경호,"충북대학교박물관 29, 1991",,
295,진천 송두리 ,원삼국시대 1호무덤,양이부원저장경호,"충북대학교박물관 29, 1991",,
296,진천 송두리 ,원삼국시대 1호무덤,단경호,"충북대학교박물관 29, 1991",,
297,진천 송두리 ,원삼국시대 1호무덤,청동환,"충북대학교박물관 29, 1991",,
298,진천 송두리 ,원삼국시대 1호무덤,청동수형토기,"충북대학교박물관 29, 1991",,
299,진천 송두리 ,원삼국시대 1호무덤,8자형청동기,"충북대학교박물관 29, 1991",,
300,진천 송두리 ,원삼국시대 1호무덤,철부,"충북대학교박물관 29, 1991",,
301,진천 송두리 ,원삼국시대 2호무덤,조합식우각형파수부원저장경호,"충북대학교박물관 29, 1991",,
302,진천 송두리 ,원삼국시대 2호무덤,철착,"충북대학교박물관 29, 1991",,
303,진천 송두리 ,원삼국시대 2호무덤,철부,"충북대학교박물관 29, 1991",,
304,진천 송두리 ,원삼국시대 2호무덤,철겸,"충북대학교박물관 29, 1991",,
305,진천 송두리 ,원삼국시대 2호무덤,철겸,"충북대학교박물관 29, 1991",,
306,진천 송두리 ,원삼국시대 2호무덤,철도자,"충북대학교박물관 29, 1991",,
307,진천 송두리 ,원삼국시대 2호무덤,불명철기,"충북대학교박물관 29, 1991",,
308,진천 송두리 ,원삼국시대 2호무덤,철편,"충북대학교박물관 29, 1991",,
309,청주 송절동,원삼국시대 1호분,원저단경호,"문화재연구소, 1994",,
310,청주 송절동,원삼국시대 1호분,원저단경호,"문화재연구소, 1994",,
311,청주 송절동,원삼국시대 1호분,원저단경호,"문화재연구소, 1994",,
312,청주 송절동,원삼국시대 1호분,원저단경호,"문화재연구소, 1994",,
313,청주 송절동,원삼국시대 1호분,원저단경호,"문화재연구소, 1994",,
314,청주 송절동,원삼국시대 1호분,원저단경호,"문화재연구소, 1994",,
315,청주 송절동,원삼국시대 1호분,원저단경호,"문화재연구소, 1994",,
316,청주 송절동,원삼국시대 1호분,원저단경호,"문화재연구소, 1994",,
317,청주 송절동,원삼국시대 1호분,원저단경호,"문화재연구소, 1994",,
318,청주 송절동,원삼국시대 1호분,원저단경호,"문화재연구소, 1994",,
319,청주 송절동,원삼국시대 1호분,원저단경호,"문화재연구소, 1994",,
320,청주 송절동,원삼국시대 1호분,원저단경호,"문화재연구소, 1994",,
321,청주 송절동,원삼국시대 1호분,원저단경호,"문화재연구소, 1994",,
322,청주 송절동,원삼국시대 1호분,원저단경호,"문화재연구소, 1994",,
323,청주 송절동,원삼국시대 1호분,원저단경호,"문화재연구소, 1994",,
324,청주 송절동,원삼국시대 2호분,원저단경호,"문화재연구소, 1994",,
325,청주 송절동,원삼국시대 2호분,원저단경호,"문화재연구소, 1994",,
326,청주 송절동,원삼국시대 2호분,원저단경호,"문화재연구소, 1994",,
327,청주 송절동,원삼국시대 2호분,원저단경호,"문화재연구소, 1994",,
328,청주 송절동,원삼국시대 2호분,원저단경호,"문화재연구소, 1994",,
329,청주 송절동,원삼국시대 2호분,원저단경호,"문화재연구소, 1994",,
330,청주 송절동,원삼국시대 2호분,심발형토기,"문화재연구소, 1994",,
331,청주 송절동,원삼국시대 4호분,원저단경호,"문화재연구소, 1994",,
332,청주 송절동,원삼국시대 4호분,원저단경호,"문화재연구소, 1994",,
333,청주 송절동,원삼국시대 4호분,원저단경호,"문화재연구소, 1994",,
334,청주 송절동,원삼국시대 4호분,원저단경호,"문화재연구소, 1994",,
335,청주 송절동,원삼국시대 4호분,원저단경호,"문화재연구소, 1994",,
336,청주 송절동,원삼국시대 4호분,원저단경호,"문화재연구소, 1994",,
